selection_mode;model;corruption_type;corruption_level;accuracy;precision;recall;f1_score
all;RandomForest;top_k_drop;0.2;0.9482456140350877;0.9702225086002365;0.8869047619047619;0.9265180279624209
all;RandomForest;top_k_drop;0.25;0.9609649122807017;0.9909919028340081;0.9023809523809524;0.9445669245194562
all;RandomForest;top_k_drop;0.3;0.9539473684210525;0.9883247620089726;0.8857142857142858;0.9340423383461358
all;RandomForest;top_k_drop;0.35;0.9390350877192983;0.9560605190210453;0.875;0.9136195680346395
all;RandomForest;top_k_drop;0.4;0.9451754385964912;0.9589946018893387;0.8892857142857142;0.9227578289671786
all;RandomForest;top_k_drop;0.45;0.9381578947368421;0.9421686603939492;0.8869047619047619;0.9135210871878273
all;RandomForest;top_k_drop;0.5;0.9052631578947368;0.9099228580807528;0.825;0.8651571686711133
all;RandomForest;top_k_drop;0.55;0.8864035087719297;0.8984358587144964;0.7797619047619048;0.8345814882204511
all;RandomForest;top_k_drop;0.6;0.8907894736842105;0.903289799597849;0.7880952380952382;0.8414507344856557
all;RandomForest;top_k_drop;0.65;0.862280701754386;0.8249558069230727;0.7952380952380953;0.8096488125626118
all;RandomForest;top_k_drop;0.7;0.8280701754385966;0.7739165610811952;0.7535714285714286;0.7634624302731217
all;RandomForest;top_k_drop;0.75;0.843421052631579;0.7870589712603387;0.7892857142857144;0.787742322649177
all;RandomForest;top_k_drop;0.8;0.8162280701754385;0.7235568170138013;0.8107142857142857;0.7644001264287763
all;RandomForest;top_k_drop;0.85;0.8144736842105263;0.7216291548029522;0.8083333333333333;0.7623662507133419
all;RandomForest;top_k_drop;0.9;0.7649122807017543;0.6771660158475774;0.6928571428571428;0.6846389777673527
all;RandomForest;top_k_drop;0.95;0.7258771929824561;0.647030283609231;0.5630952380952381;0.6019452246456466
all;SVM;data_drift;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;data_drift;0.05;0.9666666666666666;0.9900531464684225;0.919047619047619;0.9527865798690949
all;SVM;data_drift;0.1;0.956140350877193;0.981338799212676;0.8988095238095237;0.9375704666322738
all;SVM;data_drift;0.15;0.9535087719298245;0.9834254691395256;0.8892857142857142;0.9333361204231995
all;SVM;data_drift;0.2;0.95;0.9906808123913388;0.8726190476190476;0.9275857035196541
all;SVM;data_drift;0.25;0.9403508771929825;0.9852877444982708;0.851190476190476;0.9129281310373359
all;SVM;data_drift;0.3;0.9381578947368421;0.9864163997290932;0.8440476190476189;0.9090692913099643
all;SVM;data_drift;0.35;0.9232456140350876;0.9888192904591898;0.8011904761904762;0.884628486708267
all;SVM;data_drift;0.4;0.9144736842105263;0.9911244800950684;0.775;0.8690273697346516
all;SVM;data_drift;0.45;0.912719298245614;0.9883954831932773;0.7726190476190476;0.8663378095734657
all;SVM;data_drift;0.5;0.906140350877193;0.9882302011713776;0.7547619047619047;0.8549854157323109
all;SVM;data_drift;0.55;0.9013157894736843;0.9915129917597023;0.7392857142857143;0.845251743709684
all;SVM;data_drift;0.6;0.8925438596491228;0.9921205590386626;0.7142857142857143;0.8297240973292993
all;SVM;data_drift;0.65;0.8767543859649123;0.9916713452622428;0.6714285714285715;0.7975946514754848
all;SVM;data_drift;0.7;0.8548245614035087;1.0;0.6059523809523809;0.7489098126812547
all;SVM;data_drift;0.75;0.8149122807017545;1.0;0.4976190476190476;0.6553754945558734
all;SVM;data_drift;0.8;0.793859649122807;0.9984375;0.4416666666666667;0.596977447836591
all;SVM;data_drift;0.85;0.7105263157894737;0.6937839937839938;0.21785714285714283;0.30630668599337213
all;SVM;data_drift;0.9;0.644736842105263;0.3;0.03571428571428571;0.06063513058604458
all;SVM;data_drift;0.95;0.6350877192982456;0.1;0.009523809523809523;0.01661129568106312
all;SVM;feature_swapping;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;feature_swapping;0.05;0.9649122807017545;0.9778279951755561;0.9261904761904762;0.9510088552986975
all;SVM;feature_swapping;0.1;0.9600877192982455;0.9726995549380015;0.9178571428571429;0.944219936711321
all;SVM;feature_swapping;0.15;0.95;0.9868273486036644;0.8761904761904763;0.9278723291647806
all;SVM;feature_swapping;0.2;0.9434210526315789;0.9841764726857795;0.8607142857142858;0.9175551672784881
all;SVM;feature_swapping;0.25;0.9399122807017545;0.9930534105534106;0.8428571428571429;0.911391938146435
all;SVM;feature_swapping;0.3;0.9320175438596492;0.9889377626993726;0.825;0.8991461446060047
all;SVM;feature_swapping;0.35;0.9241228070175438;0.991612439847734;0.8011904761904762;0.8856627692938677
all;SVM;feature_swapping;0.4;0.9070175438596492;1.0;0.7476190476190476;0.8545246593454155
all;SVM;feature_swapping;0.45;0.9092105263157894;0.994404761904762;0.7583333333333333;0.8595097419228231
all;SVM;feature_swapping;0.5;0.8921052631578947;0.9982142857142857;0.7083333333333334;0.8281827630140258
all;SVM;feature_swapping;0.55;0.8776315789473685;0.9935987903225806;0.6726190476190477;0.7994513534289258
all;SVM;feature_swapping;0.6;0.8649122807017544;0.995077030812325;0.636904761904762;0.7733039159829109
all;SVM;feature_swapping;0.65;0.8293859649122807;1.0;0.536904761904762;0.6945302923900479
all;SVM;feature_swapping;0.7;0.8153508771929825;1.0;0.4988095238095238;0.6515206200948142
all;SVM;feature_swapping;0.75;0.7254385964912281;0.9458333333333334;0.25595238095238093;0.3830540714783467
all;SVM;feature_swapping;0.8;0.706140350877193;0.8;0.20238095238095238;0.31076053300236356
all;SVM;feature_swapping;0.85;0.6526315789473685;0.4;0.05714285714285714;0.09291461135032877
all;SVM;feature_swapping;0.9;0.6328947368421052;0.05;0.0035714285714285713;0.006666666666666666
all;SVM;feature_swapping;0.95;0.632017543859649;0.1;0.0023809523809523807;0.004651162790697674
all;SVM;gaussian_noise;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;gaussian_noise;0.05;0.9605263157894737;0.9865650094847485;0.9059523809523811;0.9440479867228919
all;SVM;gaussian_noise;0.1;0.9631578947368421;0.9852056971697536;0.9142857142857143;0.9479711297203541
all;SVM;gaussian_noise;0.15;0.9605263157894737;0.9830670223637504;0.9095238095238095;0.943944087926695
all;SVM;gaussian_noise;0.2;0.9583333333333334;0.97941194681914;0.9071428571428571;0.9411119113177888
all;SVM;gaussian_noise;0.25;0.9631578947368421;0.9818442597818736;0.9178571428571429;0.9477425853887557
all;SVM;gaussian_noise;0.3;0.9635964912280702;0.9706844884043588;0.930952380952381;0.9492831553294676
all;SVM;gaussian_noise;0.35;0.9552631578947368;0.961371712574168;0.919047619047619;0.9379659250439578
all;SVM;gaussian_noise;0.4;0.9565789473684211;0.960335067885528;0.9226190476190477;0.9401121927033959
all;SVM;gaussian_noise;0.45;0.9565789473684211;0.965939135122771;0.9178571428571429;0.9397979823326853
all;SVM;gaussian_noise;0.5;0.9548245614035087;0.9459531873950857;0.9369047619047619;0.9394264374023449
all;SVM;gaussian_noise;0.55;0.9565789473684211;0.963275538116009;0.919047619047619;0.9391656868393202
all;SVM;gaussian_noise;0.6;0.9456140350877194;0.9287883328598697;0.930952380952381;0.9262534003473316
all;SVM;gaussian_noise;0.65;0.9552631578947368;0.9567216129157423;0.9238095238095237;0.9382832834543027
all;SVM;gaussian_noise;0.7;0.9399122807017545;0.9443954801571286;0.8964285714285714;0.9160132929307544
all;SVM;gaussian_noise;0.75;0.9372807017543859;0.9339336989500502;0.9023809523809524;0.9128988336546284
all;SVM;gaussian_noise;0.8;0.9153508771929826;0.8964610180430241;0.8880952380952382;0.8860301222425313
all;SVM;gaussian_noise;0.85;0.9017543859649123;0.9004081011978056;0.8547619047619047;0.8681692330904177
all;SVM;gaussian_noise;0.9;0.8614035087719298;0.858170210293635;0.7821428571428571;0.8063600218560836
all;SVM;gaussian_noise;0.95;0.8394736842105264;0.8320442759530285;0.6583333333333333;0.7261393887863132
all;SVM;missing_features;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;missing_features;0.05;0.9600877192982455;1.0;0.8916666666666666;0.9426393847596379
all;SVM;missing_features;0.1;0.9640350877192982;0.9961858974358975;0.9059523809523811;0.948772643298217
all;SVM;missing_features;0.15;0.9649122807017545;0.9974358974358974;0.9071428571428571;0.9501070479762463
all;SVM;missing_features;0.2;0.9653508771929825;0.9961201079622132;0.9095238095238095;0.9507850836068135
all;SVM;missing_features;0.25;0.9631578947368421;0.9923397435897435;0.9071428571428571;0.9477277985508407
all;SVM;missing_features;0.3;0.9657894736842106;0.9987179487179487;0.9083333333333334;0.9513087982497265
all;SVM;missing_features;0.35;0.9649122807017545;0.9935897435897436;0.9107142857142858;0.9502095579838196
all;SVM;missing_features;0.4;0.9570175438596491;0.990985018419229;0.8916666666666666;0.9385193262784084
all;SVM;missing_features;0.45;0.9574561403508772;0.9924038461538462;0.8916666666666666;0.9390839277185371
all;SVM;missing_features;0.5;0.9600877192982455;0.9911064206795913;0.9;0.943085173106143
all;SVM;missing_features;0.55;0.9570175438596491;0.9923043184885291;0.8904761904761905;0.9380537314255539
all;SVM;missing_features;0.6;0.9504385964912281;0.9831542473647736;0.880952380952381;0.9286163725468756
all;SVM;missing_features;0.65;0.9552631578947368;0.9810480645798361;0.8964285714285714;0.936374135064094
all;SVM;missing_features;0.7;0.9535087719298245;0.9910832428162338;0.8821428571428571;0.9328461432123889
all;SVM;missing_features;0.75;0.9434210526315789;0.9749148498057355;0.8702380952380953;0.9183613997448703
all;SVM;missing_features;0.8;0.9368421052631579;0.9577832813721475;0.8678571428571429;0.9095790541548021
all;SVM;missing_features;0.85;0.9271929824561405;0.9592972399691044;0.8380952380952381;0.8935335060730125
all;SVM;missing_features;0.9;0.9245614035087719;0.9526476069044085;0.8392857142857142;0.8901333297342973
all;SVM;missing_features;0.95;0.9030701754385966;0.9431455852708825;0.7892857142857144;0.8530975304836836
all;SVM;outliers;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;outliers;0.05;0.9657894736842104;0.9824807194447759;0.9238095238095237;0.9520072127965216
all;SVM;outliers;0.1;0.9578947368421054;0.971453546842798;0.9130952380952382;0.9410367992838697
all;SVM;outliers;0.15;0.9526315789473683;0.9818045829230039;0.8880952380952382;0.9324428359614118
all;SVM;outliers;0.2;0.9434210526315789;0.9896249507999112;0.855952380952381;0.9170512784230661
all;SVM;outliers;0.25;0.9346491228070175;0.9930512655512655;0.8285714285714285;0.9027821922183079
all;SVM;outliers;0.3;0.9324561403508772;0.9934136059136058;0.8226190476190476;0.8992874327787719
all;SVM;outliers;0.35;0.9280701754385966;0.9970486111111111;0.8071428571428572;0.8916231002582202
all;SVM;outliers;0.4;0.9144736842105263;0.9971008403361343;0.7702380952380953;0.8684676611965318
all;SVM;outliers;0.45;0.8973684210526315;0.996871945259042;0.7238095238095238;0.8381739988946659
all;SVM;outliers;0.5;0.887719298245614;0.9955411255411256;0.6988095238095238;0.8188537086559554
all;SVM;outliers;0.55;0.8763157894736843;0.9968245967741935;0.6666666666666667;0.7962138630315743
all;SVM;outliers;0.6;0.8517543859649124;0.9982758620689655;0.5988095238095238;0.7444393789033671
all;SVM;outliers;0.65;0.8399122807017545;1.0;0.5654761904761905;0.7181190420410112
all;SVM;outliers;0.7;0.7864035087719298;0.9973684210526315;0.42142857142857143;0.5814987068367794
all;SVM;outliers;0.75;0.7596491228070176;1.0;0.3476190476190476;0.49554029006154654
all;SVM;outliers;0.8;0.6833333333333333;0.55;0.14047619047619048;0.2147987048259457
all;SVM;outliers;0.85;0.6644736842105263;0.4;0.08928571428571427;0.1370879730705365
all;SVM;outliers;0.9;0.6324561403508772;0.1;0.0023809523809523807;0.004651162790697674
all;SVM;outliers;0.95;0.631578947368421;0.0;0.0;0.0
all;SVM;random_feature_drop;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;random_feature_drop;0.05;0.9618421052631578;0.9963369963369964;0.9;0.9455282461717062
all;SVM;random_feature_drop;0.1;0.9609649122807017;0.9887071042992096;0.9047619047619048;0.9446180785270781
all;SVM;random_feature_drop;0.15;0.9614035087719298;0.9861843339587242;0.9083333333333334;0.9453559593991157
all;SVM;random_feature_drop;0.2;0.9627192982456141;0.9803011276445839;0.9178571428571429;0.9476165857519735
all;SVM;random_feature_drop;0.25;0.9644736842105264;0.9732237376444693;0.9297619047619048;0.9506281391143659
all;SVM;random_feature_drop;0.3;0.9635964912280702;0.9753352189103153;0.925;0.9491404675353886
all;SVM;random_feature_drop;0.35;0.9644736842105264;0.9790305089647194;0.9238095238095237;0.950285706862663
all;SVM;random_feature_drop;0.4;0.9701754385964912;0.9778536691165061;0.9404761904761905;0.9586779023436629
all;SVM;random_feature_drop;0.45;0.968859649122807;0.9779339454268552;0.9369047619047619;0.9567481797411992
all;SVM;random_feature_drop;0.5;0.9653508771929825;0.9740932506284254;0.930952380952381;0.951809943729127
all;SVM;random_feature_drop;0.55;0.9587719298245615;0.9643280954797657;0.9226190476190477;0.9427564235443745
all;SVM;random_feature_drop;0.6;0.9592105263157894;0.9652816257341289;0.9226190476190477;0.9432733346601012
all;SVM;random_feature_drop;0.65;0.9631578947368421;0.9728441648210582;0.9261904761904761;0.9486288289963131
all;SVM;random_feature_drop;0.7;0.9583333333333334;0.979680411095687;0.9059523809523811;0.940950062689622
all;SVM;random_feature_drop;0.75;0.956140350877193;0.9655025970398242;0.9142857142857143;0.9387210656291151
all;SVM;random_feature_drop;0.8;0.9399122807017545;0.9539424937146375;0.8797619047619047;0.9148996735753394
all;SVM;random_feature_drop;0.85;0.9271929824561405;0.9375313332453897;0.8595238095238095;0.8962450090221965
all;SVM;random_feature_drop;0.9;0.8881578947368421;0.8931762986624989;0.7892857142857144;0.8368231822461775
all;SVM;random_feature_drop;0.95;0.8921052631578947;0.9012907029630389;0.7964285714285715;0.8434728984365918
all;SVM;top_k_drop;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.05;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.1;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.15;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.2;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.25;0.9649122807017545;1.0;0.9047619047619048;0.95
all;SVM;top_k_drop;0.3;0.9385964912280702;0.972972972972973;0.8571428571428571;0.911392405063291
all;SVM;top_k_drop;0.35;0.9385964912280702;1.0;0.8333333333333334;0.909090909090909
all;SVM;top_k_drop;0.4;0.9298245614035088;0.9722222222222221;0.8333333333333334;0.8974358974358975
all;SVM;top_k_drop;0.45;0.9385964912280702;0.9487179487179487;0.880952380952381;0.9135802469135802
all;SVM;top_k_drop;0.5;0.9385964912280702;0.9487179487179487;0.880952380952381;0.9135802469135802
all;SVM;top_k_drop;0.55;0.956140350877193;1.0;0.880952380952381;0.9367088607594937
all;SVM;top_k_drop;0.6;0.9035087719298247;0.918918918918919;0.8095238095238095;0.860759493670886
all;SVM;top_k_drop;0.65;0.9035087719298247;0.878048780487805;0.8571428571428571;0.8674698795180722
all;SVM;top_k_drop;0.7;0.9122807017543859;0.8478260869565217;0.9285714285714286;0.8863636363636364
all;SVM;top_k_drop;0.75;0.9122807017543859;0.8636363636363636;0.9047619047619048;0.8837209302325582
all;SVM;top_k_drop;0.8;0.8157894736842104;0.7441860465116279;0.7619047619047619;0.7529411764705882
all;SVM;top_k_drop;0.85;0.8245614035087719;0.7619047619047619;0.7619047619047619;0.7619047619047619
all;SVM;top_k_drop;0.9;0.7719298245614035;0.7;0.6666666666666666;0.6829268292682927
all;SVM;top_k_drop;0.95;0.7543859649122807;0.6842105263157895;0.6190476190476191;0.65
best 3;MLP;data_drift;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;data_drift;0.05;0.9346491228070175;0.968328729507725;0.851190476190476;0.9037679394976743
best 3;MLP;data_drift;0.1;0.9289473684210525;0.9708189622323747;0.8333333333333334;0.8935571048549672
best 3;MLP;data_drift;0.15;0.9364035087719298;0.9711981105291396;0.8535714285714284;0.9066547277371354
best 3;MLP;data_drift;0.2;0.9346491228070175;0.9660975683555076;0.8535714285714284;0.9049395391957523
best 3;MLP;data_drift;0.25;0.9315789473684211;0.9683598457897302;0.8428571428571429;0.8996126202693067
best 3;MLP;data_drift;0.3;0.9280701754385966;0.9705541135554645;0.830952380952381;0.8933445259638507
best 3;MLP;data_drift;0.35;0.925;0.9661886938001677;0.8261904761904763;0.8887400892525072
best 3;MLP;data_drift;0.4;0.9214912280701755;0.963075308499913;0.819047619047619;0.8830977561412856
best 3;MLP;data_drift;0.45;0.925;0.96726705758501;0.825;0.8890852022995915
best 3;MLP;data_drift;0.5;0.9236842105263158;0.9700933645559726;0.819047619047619;0.8858428164571686
best 3;MLP;data_drift;0.55;0.9219298245614034;0.9636167051434551;0.8202380952380952;0.8839824739600142
best 3;MLP;data_drift;0.6;0.9245614035087719;0.9690799506410658;0.8226190476190476;0.8872758864938444
best 3;MLP;data_drift;0.65;0.9280701754385964;0.9676309449471214;0.8333333333333334;0.8938035326551457
best 3;MLP;data_drift;0.7;0.9241228070175438;0.9632425436488253;0.8261904761904761;0.8873858116528375
best 3;MLP;data_drift;0.75;0.9153508771929826;0.9643881701565524;0.8011904761904762;0.8719379822519112
best 3;MLP;data_drift;0.8;0.9192982456140351;0.965250035937642;0.8107142857142857;0.8785094609988746
best 3;MLP;data_drift;0.85;0.9289473684210525;0.9612397303315637;0.8416666666666666;0.8957783245664732
best 3;MLP;data_drift;0.9;0.9280701754385966;0.9687884053925547;0.8321428571428571;0.8935553615857413
best 3;MLP;data_drift;0.95;0.9214912280701754;0.959904176744937;0.8214285714285714;0.8833581834026166
best 3;MLP;feature_swapping;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;feature_swapping;0.05;0.9328947368421053;0.9644535750520753;0.85;0.901651930571956
best 3;MLP;feature_swapping;0.1;0.9359649122807017;0.9612101505752169;0.8619047619047618;0.9072218511474774
best 3;MLP;feature_swapping;0.15;0.9289473684210525;0.9542220863047447;0.85;0.8965022591812015
best 3;MLP;feature_swapping;0.2;0.9350877192982455;0.9654381045567663;0.8547619047619047;0.9041590001002129
best 3;MLP;feature_swapping;0.25;0.9219298245614034;0.9576548640967587;0.8261904761904763;0.8842542681026812
best 3;MLP;feature_swapping;0.3;0.9293859649122806;0.9559711209754636;0.8488095238095237;0.8966182447835805
best 3;MLP;feature_swapping;0.35;0.9232456140350876;0.9564657169469628;0.830952380952381;0.8871256224364652
best 3;MLP;feature_swapping;0.4;0.9298245614035088;0.9591776526500295;0.8464285714285713;0.897438392907894
best 3;MLP;feature_swapping;0.45;0.9280701754385966;0.9629683703669174;0.8380952380952381;0.8941298037850636
best 3;MLP;feature_swapping;0.5;0.9315789473684211;0.9545443277767441;0.855952380952381;0.9009908970768452
best 3;MLP;feature_swapping;0.55;0.9298245614035088;0.9535920521731658;0.8523809523809524;0.8985321025499176
best 3;MLP;feature_swapping;0.6;0.9236842105263158;0.9606936786428701;0.8273809523809523;0.8871335089602344
best 3;MLP;feature_swapping;0.65;0.9263157894736842;0.9598740197014758;0.8357142857142857;0.891478714677219
best 3;MLP;feature_swapping;0.7;0.9315789473684211;0.9596573827189531;0.85;0.8984517294481311
best 3;MLP;feature_swapping;0.75;0.9254385964912281;0.9598727995032647;0.8333333333333334;0.8890723905671842
best 3;MLP;feature_swapping;0.8;0.9271929824561405;0.9577864822329831;0.8404761904761905;0.8931542294942773
best 3;MLP;feature_swapping;0.85;0.9337719298245615;0.9571604754298442;0.8595238095238095;0.9041705571561083
best 3;MLP;feature_swapping;0.9;0.9263157894736842;0.9622955812206037;0.8333333333333334;0.8906435040914177
best 3;MLP;feature_swapping;0.95;0.9223684210526315;0.9593540707080888;0.825;0.8854922833973442
best 3;MLP;gaussian_noise;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;gaussian_noise;0.05;0.9394736842105263;0.9674203550146265;0.8654761904761905;0.9114382553398646
best 3;MLP;gaussian_noise;0.1;0.9328947368421053;0.9653781262339232;0.8488095238095237;0.9014592414913528
best 3;MLP;gaussian_noise;0.15;0.9302631578947368;0.9658322309643437;0.8416666666666666;0.895638445948537
best 3;MLP;gaussian_noise;0.2;0.9337719298245615;0.9638113972527924;0.8523809523809524;0.9034635465144383
best 3;MLP;gaussian_noise;0.25;0.9399122807017545;0.9685643208460923;0.8654761904761905;0.9124321174304196
best 3;MLP;gaussian_noise;0.3;0.9298245614035088;0.9540131803479447;0.851190476190476;0.8976858294779971
best 3;MLP;gaussian_noise;0.35;0.9324561403508772;0.9634055100518044;0.8488095238095237;0.9001175914291736
best 3;MLP;gaussian_noise;0.4;0.9359649122807017;0.9640796702927403;0.8595238095238095;0.9062872053276122
best 3;MLP;gaussian_noise;0.45;0.9320175438596492;0.9591914815823672;0.8523809523809524;0.8998103562379743
best 3;MLP;gaussian_noise;0.5;0.9346491228070175;0.9685399381543489;0.851190476190476;0.9038705937393214
best 3;MLP;gaussian_noise;0.55;0.9245614035087719;0.9630965227774437;0.8285714285714285;0.8870933585934957
best 3;MLP;gaussian_noise;0.6;0.9407894736842104;0.9690330009641155;0.8678571428571429;0.9129786846092351
best 3;MLP;gaussian_noise;0.65;0.9346491228070175;0.9596744161223183;0.8607142857142858;0.9052415744058084
best 3;MLP;gaussian_noise;0.7;0.9359649122807017;0.9606617572274688;0.8619047619047618;0.9069798937249569
best 3;MLP;gaussian_noise;0.75;0.9197368421052632;0.9603158947999872;0.8178571428571428;0.8788187156358636
best 3;MLP;gaussian_noise;0.8;0.9385964912280702;0.962233059174651;0.8678571428571429;0.9105615367676366
best 3;MLP;gaussian_noise;0.85;0.9263157894736842;0.9700456220348113;0.8261904761904763;0.8898037585601608
best 3;MLP;gaussian_noise;0.9;0.9315789473684211;0.9682503983652712;0.8428571428571429;0.899281716517577
best 3;MLP;gaussian_noise;0.95;0.9293859649122806;0.9583236418147786;0.8452380952380952;0.8961436101513343
best 3;MLP;missing_features;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;missing_features;0.05;0.9368421052631579;0.955518378770545;0.8702380952380953;0.908301467492153
best 3;MLP;missing_features;0.1;0.9368421052631579;0.9539673723544692;0.8714285714285713;0.9084512697014627
best 3;MLP;missing_features;0.15;0.9403508771929825;0.947885228145438;0.8880952380952382;0.9155201248769849
best 3;MLP;missing_features;0.2;0.9302631578947368;0.9393249065280969;0.8702380952380953;0.899761559585393
best 3;MLP;missing_features;0.25;0.9381578947368421;0.9412995810756621;0.8904761904761905;0.9125274007780779
best 3;MLP;missing_features;0.3;0.9337719298245613;0.9390426040141134;0.8797619047619047;0.9064760208276141
best 3;MLP;missing_features;0.35;0.9491228070175438;0.9472909521353865;0.9142857142857143;0.9292067545895794
best 3;MLP;missing_features;0.4;0.9425438596491228;0.9515023989203767;0.8904761904761905;0.9180312074491903
best 3;MLP;missing_features;0.45;0.9372807017543859;0.9336582242022388;0.8952380952380953;0.9119006049444163
best 3;MLP;missing_features;0.5;0.9324561403508772;0.9281406475210756;0.8892857142857142;0.9055666860514495
best 3;MLP;missing_features;0.55;0.9263157894736842;0.9263716493701384;0.8738095238095237;0.8947978320983184
best 3;MLP;missing_features;0.6;0.9385964912280702;0.9326394301678886;0.9011904761904761;0.9139754124897378
best 3;MLP;missing_features;0.65;0.9442982456140351;0.9349680305665269;0.9142857142857143;0.9230920664130515
best 3;MLP;missing_features;0.7;0.9307017543859649;0.9381783932128827;0.8738095238095237;0.9001826562527345
best 3;MLP;missing_features;0.75;0.9320175438596492;0.926749471685044;0.8892857142857142;0.90431956493121
best 3;MLP;missing_features;0.8;0.9254385964912281;0.9270131705551119;0.869047619047619;0.8946378077186319
best 3;MLP;missing_features;0.85;0.9289473684210525;0.9279211205021596;0.8785714285714287;0.8989146352892652
best 3;MLP;missing_features;0.9;0.9228070175438596;0.9476463516444825;0.8392857142857142;0.8860512658430926
best 3;MLP;missing_features;0.95;0.9013157894736843;0.9169218333105069;0.8202380952380952;0.8542772547366584
best 3;MLP;outliers;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;outliers;0.05;0.9342105263157894;0.9663256750046705;0.8523809523809524;0.9036499206511464
best 3;MLP;outliers;0.1;0.9276315789473685;0.9566391241777301;0.8428571428571429;0.894247762400175
best 3;MLP;outliers;0.15;0.9315789473684211;0.962216185183484;0.8488095238095237;0.8995202933341092
best 3;MLP;outliers;0.2;0.9267543859649123;0.9570610403823476;0.8404761904761905;0.8924507097899946
best 3;MLP;outliers;0.25;0.9394736842105263;0.9641584734909511;0.869047619047619;0.9125913037634975
best 3;MLP;outliers;0.3;0.9263157894736842;0.9604822982841584;0.8357142857142857;0.8910209707169896
best 3;MLP;outliers;0.35;0.9342105263157894;0.959374670620873;0.8583333333333334;0.9038084456049293
best 3;MLP;outliers;0.4;0.9210526315789475;0.9542874094456444;0.8273809523809523;0.8821113373420257
best 3;MLP;outliers;0.45;0.9307017543859649;0.9592835788998532;0.8488095238095237;0.8986962184498808
best 3;MLP;outliers;0.5;0.9219298245614034;0.9618372303741044;0.8214285714285714;0.8831752640182545
best 3;MLP;outliers;0.55;0.9333333333333333;0.9644661630845841;0.8511904761904763;0.9030852883441307
best 3;MLP;outliers;0.6;0.9289473684210525;0.9644677171120858;0.8392857142857142;0.8942228481055368
best 3;MLP;outliers;0.65;0.9346491228070175;0.9557741905407436;0.8630952380952381;0.9051548262706927
best 3;MLP;outliers;0.7;0.9307017543859649;0.9582363221239184;0.85;0.8991450692412863
best 3;MLP;outliers;0.75;0.9223684210526315;0.9519412044749016;0.8321428571428571;0.8853513147855843
best 3;MLP;outliers;0.8;0.9285087719298245;0.9616017664649725;0.8404761904761905;0.8947603486265727
best 3;MLP;outliers;0.85;0.9342105263157894;0.9560898295240966;0.8619047619047618;0.9051308679450003
best 3;MLP;outliers;0.9;0.9254385964912281;0.951433719083352;0.8428571428571429;0.890656187843614
best 3;MLP;outliers;0.95;0.9364035087719298;0.9608890727219277;0.8630952380952381;0.9073478699762608
best 3;MLP;random_feature_drop;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;random_feature_drop;0.05;0.725;0.5290243896089541;0.6357142857142858;0.5489594458237131
best 3;MLP;random_feature_drop;0.1;0.7491228070175439;0.6477173166009358;0.7452380952380953;0.6554264582374217
best 3;MLP;random_feature_drop;0.15;0.7587719298245614;0.6619278890302273;0.7464285714285714;0.6649361645058072
best 3;MLP;random_feature_drop;0.2;0.7469298245614036;0.5752832140214844;0.6976190476190476;0.6051264710082974
best 3;MLP;random_feature_drop;0.25;0.7583333333333333;0.5983877599009177;0.5666666666666667;0.5525207929360596
best 3;MLP;random_feature_drop;0.3;0.7833333333333333;0.7130501013716805;0.7107142857142856;0.6765559362950515
best 3;MLP;random_feature_drop;0.35;0.7785087719298246;0.6690468344076927;0.6642857142857143;0.617374449455235
best 3;MLP;random_feature_drop;0.4;0.7578947368421052;0.6998677204021175;0.6833333333333333;0.6323373364701019
best 3;MLP;random_feature_drop;0.45;0.7425438596491227;0.6005649448846537;0.6309523809523809;0.5636206977463156
best 3;MLP;random_feature_drop;0.5;0.7135964912280702;0.5657001552874454;0.6595238095238095;0.5702785874660404
best 3;MLP;random_feature_drop;0.55;0.7903508771929825;0.6138276924510787;0.594047619047619;0.5852808350455183
best 3;MLP;random_feature_drop;0.6;0.737280701754386;0.5975470060017557;0.636904761904762;0.5806023513167871
best 3;MLP;random_feature_drop;0.65;0.6719298245614035;0.48837081442344604;0.6238095238095238;0.5075162444997907
