selection_mode;model;corruption_type;corruption_level;accuracy;precision;recall;f1_score
best 3;MLP;random_feature_drop;0.7;0.6517543859649122;0.37941200519671314;0.5369047619047619;0.4141740187489572
best 3;MLP;random_feature_drop;0.75;0.5890350877192982;0.34134285337610926;0.5297619047619048;0.3607739298125892
best 3;MLP;random_feature_drop;0.8;0.6460526315789473;0.3662906469473668;0.46785714285714286;0.37587486895755867
best 3;MLP;random_feature_drop;0.85;0.5758771929824562;0.3425028385402449;0.6154761904761905;0.41432355780588415
best 3;MLP;random_feature_drop;0.9;0.6276315789473684;0.3260627948689566;0.4226190476190476;0.3321211776647638
best 3;MLP;random_feature_drop;0.95;0.5460526315789473;0.20876258933249625;0.5;0.2925453138442829
best 3;MLP;top_k_drop;0.0;0.9377192982456141;0.969849151697652;0.8583333333333334;0.9083605845892142
best 3;MLP;top_k_drop;0.05;0.5280701754385965;0.14803827751196172;0.4;0.21609311740890685
best 3;MLP;top_k_drop;0.1;0.531140350877193;0.175311004784689;0.45;0.2513872350559657
best 3;MLP;top_k_drop;0.15;0.5495614035087719;0.11068933395435492;0.3;0.161712158808933
best 3;MLP;top_k_drop;0.2;0.4969298245614035;0.2067037453080906;0.55;0.30039318208673044
best 3;MLP;top_k_drop;0.25;0.5175438596491228;0.19855889724310777;0.425;0.24883315609122061
best 3;MLP;top_k_drop;0.3;0.5526315789473684;0.11052631578947367;0.3;0.16153846153846155
best 3;MLP;top_k_drop;0.35;0.5407894736842105;0.1578345753764943;0.36547619047619045;0.20920219565380854
best 3;MLP;top_k_drop;0.4;0.5530701754385965;0.1589321862348178;0.2976190476190476;0.16922628522745106
best 3;MLP;top_k_drop;0.45;0.5364035087719298;0.12693488307925777;0.3416666666666667;0.1850927218476887
best 3;MLP;top_k_drop;0.5;0.5153508771929824;0.16609521230176644;0.4321428571428571;0.23949963837640348
best 3;MLP;top_k_drop;0.55;0.5864035087719298;0.1236842105263158;0.22023809523809526;0.1365058670143416
best 3;MLP;top_k_drop;0.6;0.5539473684210525;0.10896617706215547;0.2833333333333333;0.15724606022780466
best 3;MLP;top_k_drop;0.65;0.5403508771929825;0.1291626794258373;0.3488095238095238;0.18851214574898784
best 3;MLP;top_k_drop;0.7;0.5539473684210525;0.16052631578947368;0.30357142857142855;0.16820512820512817
best 3;MLP;top_k_drop;0.75;0.5412280701754385;0.09651702786377708;0.2571428571428571;0.14006993006993007
best 3;MLP;top_k_drop;0.8;0.5355263157894736;0.19315148047985575;0.40595238095238095;0.24523263148970656
best 3;MLP;top_k_drop;0.85;0.5192982456140351;0.13130655276689376;0.33452380952380956;0.18747187915329508
best 3;MLP;top_k_drop;0.9;0.5508771929824561;0.1655263157894737;0.3380952380952381;0.20641651031894934
best 3;MLP;top_k_drop;0.95;0.5635964912280701;0.08760826115922718;0.2261904761904762;0.1258741258741259
best 3;RandomForest;data_drift;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;data_drift;0.05;0.9614035087719298;0.9948363697705803;0.9;0.9449310274207361
best 3;RandomForest;data_drift;0.1;0.9592105263157894;0.9922402159244263;0.8964285714285714;0.9417980874415474
best 3;RandomForest;data_drift;0.15;0.9548245614035087;0.9933854907539118;0.8833333333333334;0.9350778967867577
best 3;RandomForest;data_drift;0.2;0.9535087719298245;0.9882235474340737;0.8845238095238095;0.9333807115294457
best 3;RandomForest;data_drift;0.25;0.9526315789473683;0.9881542473647738;0.8821428571428571;0.9320537914577999
best 3;RandomForest;data_drift;0.3;0.9508771929824562;0.9866960584065847;0.8785714285714284;0.9294277801819997
best 3;RandomForest;data_drift;0.35;0.9504385964912281;0.9842368177894494;0.8797619047619047;0.9289160866481542
best 3;RandomForest;data_drift;0.4;0.9491228070175438;0.9840644794592164;0.8761904761904761;0.9269107402598964
best 3;RandomForest;data_drift;0.45;0.95;0.9854851308798678;0.8773809523809524;0.9281573292701986
best 3;RandomForest;data_drift;0.5;0.9482456140350877;0.9840625037993458;0.8738095238095237;0.9255294369640362
best 3;RandomForest;data_drift;0.55;0.9508771929824562;0.9855226684174052;0.8797619047619047;0.9295537914577998
best 3;RandomForest;data_drift;0.6;0.9495614035087719;0.9854178064704382;0.8761904761904761;0.9275124117951122
best 3;RandomForest;data_drift;0.65;0.9508771929824562;0.9867990966675177;0.8785714285714284;0.929424609614483
best 3;RandomForest;data_drift;0.7;0.9491228070175438;0.9828199657147026;0.8773809523809524;0.9270051059660764
best 3;RandomForest;data_drift;0.75;0.9473684210526315;0.983957793826215;0.8714285714285713;0.9241880041352616
best 3;RandomForest;data_drift;0.8;0.9491228070175438;0.9841000413368836;0.8761904761904761;0.9269095231226032
best 3;RandomForest;data_drift;0.85;0.9495614035087719;0.9828555275923698;0.8785714285714284;0.9276854857129118
best 3;RandomForest;data_drift;0.9;0.9504385964912281;0.985485282853704;0.8785714285714284;0.9288566122110427
best 3;RandomForest;data_drift;0.95;0.9473684210526315;0.9801472018577282;0.875;0.924488727204972
best 3;RandomForest;feature_swapping;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;feature_swapping;0.05;0.962280701754386;0.9961858974358975;0.9011904761904763;0.9461800507056244
best 3;RandomForest;feature_swapping;0.1;0.9570175438596491;0.9882591093117409;0.894047619047619;0.9386972123048073
best 3;RandomForest;feature_swapping;0.15;0.9495614035087719;0.9815023525549842;0.8797619047619047;0.9277490172743338
best 3;RandomForest;feature_swapping;0.2;0.9548245614035087;0.9882572856257067;0.8880952380952382;0.9353904456225131
best 3;RandomForest;feature_swapping;0.25;0.9517543859649124;0.9868402815771237;0.880952380952381;0.9307688072983431
best 3;RandomForest;feature_swapping;0.3;0.9513157894736842;0.9881898092424409;0.8785714285714284;0.9300241596971555
best 3;RandomForest;feature_swapping;0.35;0.9486842105263158;0.9840646314330526;0.875;0.9262297895103803
best 3;RandomForest;feature_swapping;0.4;0.9491228070175438;0.9827824281771651;0.8773809523809524;0.9269888774688353
best 3;RandomForest;feature_swapping;0.45;0.95;0.9854533683481052;0.8773809523809524;0.9281927915419477
best 3;RandomForest;feature_swapping;0.5;0.9478070175438595;0.9852754069859333;0.8714285714285713;0.9248072865952613
best 3;RandomForest;feature_swapping;0.55;0.9473684210526315;0.9801564722617355;0.875;0.92452288218111
best 3;RandomForest;feature_swapping;0.6;0.9495614035087719;0.9842050552576869;0.8773809523809524;0.9275706513364741
best 3;RandomForest;feature_swapping;0.65;0.9495614035087719;0.9827844038370355;0.8785714285714284;0.927687919987498
best 3;RandomForest;feature_swapping;0.7;0.9482456140350877;0.981468462389515;0.8761904761904761;0.9257556769687572
best 3;RandomForest;feature_swapping;0.75;0.9491228070175438;0.9841020169967539;0.8761904761904761;0.9269269687571375
best 3;RandomForest;feature_swapping;0.8;0.9486842105263158;0.9827844038370355;0.8761904761904761;0.9263417661413442
best 3;RandomForest;feature_swapping;0.85;0.9508771929824562;0.9829228520017994;0.8821428571428571;0.9296935969562552
best 3;RandomForest;feature_swapping;0.9;0.95;0.981571500650448;0.880952380952381;0.9284277741714451
best 3;RandomForest;feature_swapping;0.95;0.9464912280701754;0.9787619603409077;0.8738095238095237;0.9231897862646807
best 3;RandomForest;gaussian_noise;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;gaussian_noise;0.05;0.9618421052631578;0.989838056680162;0.9059523809523811;0.94587271162796
best 3;RandomForest;gaussian_noise;0.1;0.9627192982456141;0.9973684210526315;0.9011904761904763;0.9467698077824659
best 3;RandomForest;gaussian_noise;0.15;0.962280701754386;0.9936201079622131;0.9035714285714287;0.9463535889754116
best 3;RandomForest;gaussian_noise;0.2;0.9627192982456141;0.993554318488529;0.9047619047619048;0.947003466623977
best 3;RandomForest;gaussian_noise;0.25;0.9609649122807017;0.9897739541160593;0.9035714285714287;0.9445943297161522
best 3;RandomForest;gaussian_noise;0.3;0.9635964912280702;0.9961538461538462;0.9047619047619048;0.9481915142991092
best 3;RandomForest;gaussian_noise;0.35;0.9627192982456141;0.9948701079622133;0.9035714285714287;0.9469407615138035
best 3;RandomForest;gaussian_noise;0.4;0.9618421052631578;0.9948026315789473;0.9011904761904763;0.9456300098338536
best 3;RandomForest;gaussian_noise;0.45;0.9640350877192982;0.9923060053981108;0.9095238095238095;0.9490414803761258
best 3;RandomForest;gaussian_noise;0.5;0.9635964912280702;0.991121794871795;0.9095238095238095;0.9484361695234392
best 3;RandomForest;gaussian_noise;0.55;0.9609649122807017;0.9935222672064776;0.9;0.9443952180028129
best 3;RandomForest;gaussian_noise;0.6;0.9635964912280702;0.993588056680162;0.9071428571428571;0.9483316038329159
best 3;RandomForest;gaussian_noise;0.65;0.9618421052631578;0.9948701079622133;0.9011904761904763;0.9456116475897529
best 3;RandomForest;gaussian_noise;0.7;0.9552631578947368;0.9883568132910238;0.8892857142857142;0.936018847633029
best 3;RandomForest;gaussian_noise;0.75;0.9552631578947368;0.9870107962213226;0.8904761904761905;0.9361489625782875
best 3;RandomForest;gaussian_noise;0.8;0.956140350877193;0.9934885290148449;0.8869047619047619;0.937068397105317
best 3;RandomForest;gaussian_noise;0.85;0.9570175438596491;0.993588056680162;0.8892857142857142;0.9383783959999613
best 3;RandomForest;gaussian_noise;0.9;0.9557017543859649;0.9960863697705802;0.8833333333333334;0.9362125091660957
best 3;RandomForest;gaussian_noise;0.95;0.9543859649122807;0.989539336907758;0.8857142857142858;0.934647751451549
best 3;RandomForest;missing_features;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;missing_features;0.05;0.9649122807017545;0.9911521592442645;0.9130952380952382;0.9503800851123841
best 3;RandomForest;missing_features;0.1;0.9631578947368421;0.9923363697705803;0.9071428571428571;0.9476954287826984
best 3;RandomForest;missing_features;0.15;0.9614035087719298;0.9884581646423751;0.9059523809523811;0.945321591788351
best 3;RandomForest;missing_features;0.2;0.9609649122807017;0.9859919028340081;0.9071428571428571;0.9447944181446033
best 3;RandomForest;missing_features;0.25;0.9587719298245613;0.983392375168691;0.9035714285714287;0.9416291083972725
best 3;RandomForest;missing_features;0.3;0.9587719298245613;0.987142375168691;0.9;0.941429772754127
best 3;RandomForest;missing_features;0.35;0.9557017543859649;0.9844787449392711;0.894047619047619;0.9369526323590078
best 3;RandomForest;missing_features;0.4;0.9574561403508772;0.9846051263814422;0.8988095238095237;0.9395254143104559
best 3;RandomForest;missing_features;0.45;0.9548245614035087;0.9831273935879199;0.8928571428571429;0.9357038494963008
best 3;RandomForest;missing_features;0.5;0.9565789473684211;0.9846120107962213;0.8964285714285714;0.9382616545385403
best 3;RandomForest;missing_features;0.55;0.9548245614035087;0.9806309041835357;0.8952380952380953;0.9358417451777028
best 3;RandomForest;missing_features;0.6;0.9578947368421054;0.984412955465587;0.9;0.9402449601500233
best 3;RandomForest;missing_features;0.65;0.9565789473684211;0.9845072856257067;0.8964285714285714;0.9382151914860055
best 3;RandomForest;missing_features;0.7;0.9574561403508772;0.9844787449392713;0.8988095238095237;0.9396279001292122
best 3;RandomForest;missing_features;0.75;0.9521929824561403;0.9804637633585003;0.8880952380952382;0.9318918971714331
best 3;RandomForest;missing_features;0.8;0.9517543859649124;0.9816765145712514;0.8857142857142858;0.9311173170086672
best 3;RandomForest;missing_features;0.85;0.9513157894736842;0.9816409526935843;0.8845238095238095;0.930453977183935
best 3;RandomForest;missing_features;0.9;0.9539473684210525;0.9842690210453368;0.8892857142857142;0.9341844406827169
best 3;RandomForest;missing_features;0.95;0.9495614035087719;0.9815341150867466;0.8797619047619047;0.9276971461887074
best 3;RandomForest;outliers;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;outliers;0.05;0.962280701754386;0.9961521592442646;0.9011904761904763;0.9461652497150851
best 3;RandomForest;outliers;0.1;0.9574561403508772;0.993554318488529;0.8904761904761905;0.9390439296770984
best 3;RandomForest;outliers;0.15;0.9539473684210525;0.985657621183937;0.8880952380952382;0.934185374517653
best 3;RandomForest;outliers;0.2;0.9530701754385964;0.9908213881898092;0.880952380952381;0.9325759433565342
best 3;RandomForest;outliers;0.25;0.95;0.984206878943721;0.8785714285714284;0.9282867515356967
best 3;RandomForest;outliers;0.3;0.9495614035087719;0.9828537039063356;0.8785714285714284;0.9276686862129899
best 3;RandomForest;outliers;0.35;0.9491228070175438;0.9815734763103185;0.8785714285714284;0.92706432222255
best 3;RandomForest;outliers;0.4;0.9491228070175438;0.9840962419909788;0.8761904761904761;0.9268923179102504
best 3;RandomForest;outliers;0.45;0.9482456140350877;0.9853465307412677;0.8726190476190476;0.9254864492048036
best 3;RandomForest;outliers;0.5;0.9495614035087719;0.9855244921034394;0.8761904761904761;0.9275080964901641
best 3;RandomForest;outliers;0.55;0.9491228070175438;0.9828179900548323;0.8773809523809524;0.9270047002536455
best 3;RandomForest;outliers;0.6;0.95;0.9880136715663032;0.875;0.9279845681744415
best 3;RandomForest;outliers;0.65;0.9504385964912281;0.9855226684174052;0.8785714285714284;0.9288721945736714
best 3;RandomForest;outliers;0.7;0.9504385964912281;0.9854851308798678;0.8785714285714284;0.928838926154327
best 3;RandomForest;outliers;0.75;0.9491228070175438;0.9815377624588152;0.8785714285714284;0.9270996369625062
best 3;RandomForest;outliers;0.8;0.9486842105263158;0.9828199657147026;0.8761904761904761;0.9263235090819479
best 3;RandomForest;outliers;0.85;0.9482456140350877;0.9801490255437624;0.8773809523809524;0.9258182318150674
best 3;RandomForest;outliers;0.9;0.9478070175438595;0.980118934724198;0.8761904761904761;0.9251712106458942
best 3;RandomForest;outliers;0.95;0.95;0.9828555275923698;0.8797619047619047;0.9283841225191436
best 3;RandomForest;random_feature_drop;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;random_feature_drop;0.05;0.9635964912280702;0.9974358974358974;0.9035714285714287;0.9481461947179246
best 3;RandomForest;random_feature_drop;0.1;0.9635964912280702;0.9948717948717949;0.9059523809523811;0.9482526115859449
best 3;RandomForest;random_feature_drop;0.15;0.9635964912280702;0.9961538461538462;0.9047619047619048;0.9481580655631289
best 3;RandomForest;random_feature_drop;0.2;0.9618421052631578;0.9961538461538462;0.9;0.9454992066068015
best 3;RandomForest;random_feature_drop;0.25;0.9631578947368421;0.9987179487179487;0.9011904761904763;0.9473700518109801
best 3;RandomForest;random_feature_drop;0.3;0.962280701754386;0.9987179487179487;0.8988095238095237;0.9460245290730522
best 3;RandomForest;random_feature_drop;0.35;0.9649122807017545;0.9987179487179487;0.9059523809523811;0.9499626444035727
best 3;RandomForest;random_feature_drop;0.4;0.9631578947368421;0.9974358974358974;0.9023809523809524;0.9474317802060417
best 3;RandomForest;random_feature_drop;0.45;0.9635964912280702;1.0;0.9011904761904763;0.947923022828086
best 3;RandomForest;random_feature_drop;0.5;0.9627192982456141;0.9948717948717949;0.9035714285714287;0.9469234976618942
best 3;RandomForest;random_feature_drop;0.55;0.9640350877192982;0.9961538461538462;0.9059523809523811;0.9488560712611346
best 3;RandomForest;random_feature_drop;0.6;0.9614035087719298;0.9961538461538462;0.8988095238095237;0.9448845071946337
best 3;RandomForest;random_feature_drop;0.65;0.9631578947368421;0.9974358974358974;0.9023809523809524;0.9473819226561842
best 3;RandomForest;random_feature_drop;0.7;0.9548245614035087;0.9960170697012802;0.880952380952381;0.9348855890944499
best 3;RandomForest;random_feature_drop;0.75;0.9578947368421054;0.9973684210526315;0.8880952380952382;0.9394741966893866
best 3;RandomForest;random_feature_drop;0.8;0.9565789473684211;0.9934192289455448;0.8880952380952382;0.937735147919747
best 3;RandomForest;random_feature_drop;0.85;0.9570175438596491;0.9908906882591093;0.8916666666666666;0.9385718020844603
best 3;RandomForest;random_feature_drop;0.9;0.9574561403508772;0.9947012802275961;0.8892857142857142;0.939003164556962
best 3;RandomForest;random_feature_drop;0.95;0.9543859649122807;0.9920678775941933;0.8833333333333334;0.934475654248861
best 3;RandomForest;top_k_drop;0.0;0.9701754385964912;0.9974679487179487;0.9214285714285715;0.9578676641548413
best 3;RandomForest;top_k_drop;0.05;0.9653508771929825;0.9961538461538462;0.9095238095238095;0.9507670669695985
best 3;RandomForest;top_k_drop;0.1;0.9504385964912281;0.9881560710508079;0.8761904761904761;0.9286966863812856
best 3;RandomForest;top_k_drop;0.15;0.9394736842105263;0.9718214672162041;0.8607142857142858;0.9127753284768053
best 3;RandomForest;top_k_drop;0.2;0.9482456140350877;0.9702225086002365;0.8869047619047619;0.9265180279624209
best 3;RandomForest;top_k_drop;0.25;0.9609649122807017;0.9909919028340081;0.9023809523809524;0.9445669245194562
best 3;RandomForest;top_k_drop;0.3;0.9539473684210525;0.9883247620089726;0.8857142857142858;0.9340423383461358
best 3;RandomForest;top_k_drop;0.35;0.9390350877192983;0.9560605190210453;0.875;0.9136195680346395
best 3;RandomForest;top_k_drop;0.4;0.9451754385964912;0.9589946018893387;0.8892857142857142;0.9227578289671786
best 3;RandomForest;top_k_drop;0.45;0.9381578947368421;0.9421686603939492;0.8869047619047619;0.9135210871878273
best 3;RandomForest;top_k_drop;0.5;0.9052631578947368;0.9099228580807528;0.825;0.8651571686711133
best 3;RandomForest;top_k_drop;0.55;0.8864035087719297;0.8984358587144964;0.7797619047619048;0.8345814882204511
best 3;RandomForest;top_k_drop;0.6;0.8907894736842105;0.903289799597849;0.7880952380952382;0.8414507344856557
best 3;RandomForest;top_k_drop;0.65;0.862280701754386;0.8249558069230727;0.7952380952380953;0.8096488125626118
best 3;RandomForest;top_k_drop;0.7;0.8280701754385966;0.7739165610811952;0.7535714285714286;0.7634624302731217
best 3;RandomForest;top_k_drop;0.75;0.843421052631579;0.7870589712603387;0.7892857142857144;0.787742322649177
best 3;RandomForest;top_k_drop;0.8;0.8162280701754385;0.7235568170138013;0.8107142857142857;0.7644001264287763
best 3;RandomForest;top_k_drop;0.85;0.8144736842105263;0.7216291548029522;0.8083333333333333;0.7623662507133419
best 3;RandomForest;top_k_drop;0.9;0.7649122807017543;0.6771660158475774;0.6928571428571428;0.6846389777673527
best 3;RandomForest;top_k_drop;0.95;0.7258771929824561;0.647030283609231;0.5630952380952381;0.6019452246456466
best 3;SVM;data_drift;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
best 3;SVM;data_drift;0.05;0.9609649122807017;0.9974679487179487;0.8964285714285714;0.9441240203162607
best 3;SVM;data_drift;0.1;0.9644736842105264;0.993780487804878;0.9095238095238095;0.949607559599311
best 3;SVM;data_drift;0.15;0.9618421052631578;0.9949326470491426;0.9011904761904763;0.9455775022087772
best 3;SVM;data_drift;0.2;0.9618421052631578;0.9924326470491426;0.9035714285714287;0.945666635800535
best 3;SVM;data_drift;0.25;0.9627192982456141;0.9935848062934071;0.9047619047619048;0.9469548966451148
best 3;SVM;data_drift;0.3;0.9627192982456141;0.9961826470491426;0.9023809523809524;0.9468462716312978
best 3;SVM;data_drift;0.35;0.9587719298245613;0.9874218026304034;0.9;0.9413069352011257
best 3;SVM;data_drift;0.4;0.9605263157894737;0.9897014036600045;0.9023809523809524;0.943866733098219
best 3;SVM;data_drift;0.45;0.9600877192982455;0.9872739541160594;0.9035714285714287;0.943403575825491
best 3;SVM;data_drift;0.5;0.962280701754386;0.9899538539124547;0.9071428571428571;0.9464533229897899
best 3;SVM;data_drift;0.55;0.9596491228070174;0.9923380566801618;0.8976190476190476;0.9424443844121985
best 3;SVM;data_drift;0.6;0.9583333333333334;0.989804318488529;0.8964285714285714;0.940538930508314
best 3;SVM;data_drift;0.65;0.9587719298245613;0.9874539773448632;0.9;0.9412903585977528
best 3;SVM;data_drift;0.7;0.9618421052631578;0.991121794871795;0.9047619047619048;0.9457425668298365
best 3;SVM;data_drift;0.75;0.9596491228070174;0.99875;0.8916666666666666;0.9420180995921965
best 3;SVM;data_drift;0.8;0.9578947368421054;0.9859919028340081;0.8988095238095237;0.9401905144213727
best 3;SVM;data_drift;0.85;0.9605263157894737;0.9924535937035938;0.9;0.9436050468385551
best 3;SVM;data_drift;0.9;0.9574561403508772;0.9840188657085319;0.9;0.9395348602728093
best 3;SVM;data_drift;0.95;0.9557017543859649;0.9895341394025605;0.8892857142857142;0.936454505395171
best 3;SVM;feature_swapping;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
best 3;SVM;feature_swapping;0.05;0.9618421052631578;0.9924358974358973;0.9035714285714287;0.9457969042418976
best 3;SVM;feature_swapping;0.1;0.9605263157894737;0.9922383922383922;0.9;0.9437919987498047
best 3;SVM;feature_swapping;0.15;0.9631578947368421;0.9936858974358975;0.9059523809523811;0.9476481557712905
best 3;SVM;feature_swapping;0.2;0.9644736842105264;0.9962804878048781;0.9071428571428571;0.9494363819381674
best 3;SVM;feature_swapping;0.25;0.9609649122807017;0.9897081646423752;0.9035714285714287;0.9446288768443238
best 3;SVM;feature_swapping;0.3;0.9618421052631578;0.9936217948717948;0.9023809523809524;0.9457052168974572
best 3;SVM;feature_swapping;0.35;0.9618421052631578;0.9884883922383922;0.9071428571428571;0.9459685964651487
best 3;SVM;feature_swapping;0.4;0.9614035087719298;0.987399032289918;0.9071428571428571;0.9453928807404844
best 3;SVM;feature_swapping;0.45;0.9609649122807017;0.9948363697705803;0.8988095238095237;0.9442999191946913
best 3;SVM;feature_swapping;0.5;0.9605263157894737;0.9910864932029888;0.9011904761904763;0.9438018341356408
best 3;SVM;feature_swapping;0.55;0.9614035087719298;0.9922064777327936;0.9023809523809524;0.9451224800750117
best 3;SVM;feature_swapping;0.6;0.9631578947368421;0.9936538461538461;0.9059523809523811;0.947648908556596
best 3;SVM;feature_swapping;0.65;0.9631578947368421;0.9910527550113558;0.9083333333333334;0.9477743749172532
best 3;SVM;feature_swapping;0.7;0.9640350877192982;0.9961858974358975;0.9059523809523811;0.9488389096619517
best 3;SVM;feature_swapping;0.75;0.9627192982456141;0.9961201079622132;0.9023809523809524;0.9468797859040474
best 3;SVM;feature_swapping;0.8;0.9627192982456141;0.9987179487179487;0.9;0.9466234199938018
best 3;SVM;feature_swapping;0.85;0.9609649122807017;0.9873349297258155;0.9059523809523811;0.9447297985633032
best 3;SVM;feature_swapping;0.9;0.9635964912280702;0.9949358974358974;0.9059523809523811;0.9482195198182642
best 3;SVM;feature_swapping;0.95;0.9587719298245613;0.9897385290148447;0.8976190476190476;0.9413049628562389
best 3;SVM;gaussian_noise;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
best 3;SVM;gaussian_noise;0.05;0.9618421052631578;0.9887630058361765;0.9071428571428571;0.9458969484233213
best 3;SVM;gaussian_noise;0.1;0.9605263157894737;0.9923668575754583;0.9;0.9437245519647341
best 3;SVM;gaussian_noise;0.15;0.9614035087719298;0.9937179487179486;0.9011904761904763;0.945020761334953
best 3;SVM;gaussian_noise;0.2;0.9605263157894737;0.9937131348540206;0.8988095238095237;0.9436746772336632
best 3;SVM;gaussian_noise;0.25;0.9614035087719298;0.9949326470491426;0.9;0.9448794965107716
best 3;SVM;gaussian_noise;0.3;0.962280701754386;0.9923685444850399;0.9047619047619048;0.9463503385777339
best 3;SVM;gaussian_noise;0.35;0.9627192982456141;0.9953409090909091;0.9035714285714287;0.9468955694821775
best 3;SVM;gaussian_noise;0.4;0.962280701754386;0.9936201079622131;0.9035714285714287;0.9463535889754116
best 3;SVM;gaussian_noise;0.45;0.9627192982456141;0.9961201079622132;0.9023809523809524;0.9468475685987521
best 3;SVM;gaussian_noise;0.5;0.9631578947368421;0.9974679487179487;0.9023809523809524;0.9474808849705937
best 3;SVM;gaussian_noise;0.55;0.9635964912280702;0.9937712068633122;0.9071428571428571;0.9483107858479629
best 3;SVM;gaussian_noise;0.6;0.9605263157894737;0.9924310835719693;0.9;0.9438033031006856
best 3;SVM;gaussian_noise;0.65;0.962280701754386;0.997530487804878;0.9;0.9460513593018327
best 3;SVM;gaussian_noise;0.7;0.9609649122807017;0.9854208496538407;0.9083333333333334;0.9447359653435612
best 3;SVM;gaussian_noise;0.75;0.9627192982456141;0.9925869963369964;0.9059523809523811;0.9470087007279556
best 3;SVM;gaussian_noise;0.8;0.962280701754386;0.9938690476190477;0.9035714285714287;0.9462975927540608
best 3;SVM;gaussian_noise;0.85;0.9605263157894737;0.9896761133603238;0.9023809523809524;0.9439486638537271
best 3;SVM;gaussian_noise;0.9;0.9609649122807017;0.9899648217636022;0.9035714285714287;0.944475714120378
best 3;SVM;gaussian_noise;0.95;0.962280701754386;0.9850956142399033;0.9119047619047619;0.9466303440607277
best 3;SVM;missing_features;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
best 3;SVM;missing_features;0.05;0.9587719298245613;0.989775641025641;0.8976190476190476;0.9413041386039739
best 3;SVM;missing_features;0.1;0.9609649122807017;0.9924358974358973;0.9011904761904763;0.9444191641986743
best 3;SVM;missing_features;0.15;0.9592105263157894;0.9911201079622132;0.8976190476190476;0.9418886763937963
best 3;SVM;missing_features;0.2;0.9631578947368421;0.9974342105263159;0.9023809523809524;0.9474332355665329
best 3;SVM;missing_features;0.25;0.9605263157894737;0.989899032289918;0.9023809523809524;0.9439253759972773
best 3;SVM;missing_features;0.3;0.9570175438596491;0.9873333662486422;0.8952380952380953;0.9388456753553214
best 3;SVM;missing_features;0.35;0.9596491228070174;0.99875;0.8916666666666666;0.9420187634852655
best 3;SVM;missing_features;0.4;0.9614035087719298;0.9961858974358975;0.8988095238095237;0.9448837544093281
best 3;SVM;missing_features;0.45;0.9635964912280702;0.9874843417173327;0.9130952380952382;0.9485368147161599
best 3;SVM;missing_features;0.5;0.9600877192982455;0.9974021592442645;0.894047619047619;0.9427467147721599
best 3;SVM;missing_features;0.55;0.9596491228070174;0.9925837459502415;0.8976190476190476;0.9423395634964123
best 3;SVM;missing_features;0.6;0.9600877192982455;0.9937928396572827;0.8976190476190476;0.9429798140312006
best 3;SVM;missing_features;0.65;0.962280701754386;0.9815448147368917;0.9154761904761906;0.9468093556837129
best 3;SVM;missing_features;0.7;0.9635964912280702;0.9948989088575096;0.9059523809523811;0.9480384444326349
best 3;SVM;missing_features;0.75;0.9618421052631578;0.9936201079622131;0.9023809523809524;0.9456221345414255
best 3;SVM;missing_features;0.8;0.9570175438596491;0.9851036244457297;0.8976190476190476;0.9386501504386396
best 3;SVM;missing_features;0.85;0.9578947368421054;0.9935222672064776;0.8916666666666666;0.9396265334610503
best 3;SVM;missing_features;0.9;0.9587719298245615;0.9879165549897257;0.9;0.9410924834711769
best 3;SVM;missing_features;0.95;0.95;0.9879961740793879;0.8785714285714284;0.9277150380113518
best 3;SVM;outliers;0.0;0.9649122807017545;1.0;0.9047619047619048;0.95
best 3;SVM;outliers;0.05;0.9614035087719298;0.9948717948717949;0.9;0.9449796843256758
best 3;SVM;outliers;0.1;0.9609649122807017;0.9948717948717949;0.8988095238095237;0.9443144962554244
best 3;SVM;outliers;0.15;0.9614035087719298;0.989838056680162;0.9047619047619048;0.9452731895989845
best 3;SVM;outliers;0.2;0.9635964912280702;0.9961538461538462;0.9047619047619048;0.9482079231129864
best 3;SVM;outliers;0.25;0.962280701754386;0.9923701079622133;0.9047619047619048;0.9464139642627087
best 3;SVM;outliers;0.3;0.962280701754386;0.9948701079622133;0.9023809523809524;0.9462762045517783
best 3;SVM;outliers;0.35;0.962280701754386;0.9924310835719693;0.9047619047619048;0.9463326327964022
best 3;SVM;outliers;0.4;0.9596491228070174;0.9886734895399851;0.9011904761904761;0.9426423781658009
best 3;SVM;outliers;0.45;0.962280701754386;0.993588056680162;0.9035714285714287;0.9463379329468399
best 3;SVM;outliers;0.5;0.9618421052631578;0.9936217948717948;0.9023809523809524;0.9456231420423042
best 3;SVM;outliers;0.55;0.9618421052631578;0.9922722672064778;0.9035714285714287;0.9457190411728849
