run;selection_mode;model;corruption_type;corruption_level;accuracy;precision;recall;f1_score
0;all;RandomForest;label_flipping;0.15;0.9298245614035088;0.925;0.8809523809523809;0.9024390243902439
0;all;RandomForest;label_flipping;0.2;0.9210526315789473;0.8666666666666667;0.9285714285714286;0.896551724137931
0;all;RandomForest;label_flipping;0.25;0.9385964912280702;0.9069767441860465;0.9285714285714286;0.9176470588235294
0;all;RandomForest;label_flipping;0.3;0.9122807017543859;0.9210526315789473;0.8333333333333334;0.875
0;all;RandomForest;label_flipping;0.35;0.7982456140350878;0.7435897435897436;0.6904761904761905;0.7160493827160493
0;all;RandomForest;label_flipping;0.4;0.7543859649122807;0.75;0.5;0.6
0;all;RandomForest;label_flipping;0.45;0.6842105263157895;0.575;0.5476190476190477;0.5609756097560976
0;all;RandomForest;label_flipping;0.5;0.5877192982456141;0.4528301886792453;0.5714285714285714;0.5052631578947369
0;all;RandomForest;label_flipping;0.55;0.45614035087719296;0.35294117647058826;0.5714285714285714;0.43636363636363634
0;all;RandomForest;label_flipping;0.6;0.18421052631578946;0.16883116883116883;0.30952380952380953;0.2184873949579832
0;all;RandomForest;label_flipping;0.65;0.20175438596491227;0.1111111111111111;0.16666666666666666;0.13333333333333333
0;all;RandomForest;label_flipping;0.7;0.09649122807017543;0.057971014492753624;0.09523809523809523;0.07207207207207207
0;all;RandomForest;label_flipping;0.75;0.07017543859649122;0.07894736842105263;0.14285714285714285;0.1016949152542373
0;all;RandomForest;label_flipping;0.8;0.07017543859649122;0.07894736842105263;0.14285714285714285;0.1016949152542373
0;all;RandomForest;label_flipping;0.85;0.06140350877192982;0.06666666666666667;0.11904761904761904;0.08547008547008547
0;all;RandomForest;label_flipping;0.9;0.02631578947368421;0.04;0.07142857142857142;0.05128205128205128
0;all;RandomForest;label_flipping;0.95;0.02631578947368421;0.04;0.07142857142857142;0.05128205128205128
0;all;RandomForest;gaussian_noise;0.0;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.05;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.1;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.15;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.2;0.956140350877193;0.9743589743589743;0.9047619047619048;0.9382716049382716
0;all;RandomForest;gaussian_noise;0.25;0.956140350877193;0.9743589743589743;0.9047619047619048;0.9382716049382716
0;all;RandomForest;gaussian_noise;0.3;0.9473684210526315;0.9736842105263158;0.8809523809523809;0.925
0;all;RandomForest;gaussian_noise;0.35;0.956140350877193;1.0;0.8809523809523809;0.9367088607594937
0;all;RandomForest;gaussian_noise;0.4;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.45;0.9649122807017544;0.975;0.9285714285714286;0.9512195121951219
