corruption_type,corruption_key,level,scenario,model_pipeline,metric,value
Outlier Injection,outlier,0.1,clean,SVM / PCA,acc_std,0.008223
Outlier Injection,outlier,0.1,clean,SVM / PCA,auc_mean,0.992466
Outlier Injection,outlier,0.1,clean,SVM / PCA,prec_mean,0.975795
Outlier Injection,outlier,0.1,clean,SVM / PCA,rec_mean,0.985965
Outlier Injection,outlier,0.1,clean,SVM / FS,acc_mean,0.938462
Outlier Injection,outlier,0.1,clean,SVM / FS,acc_std,0.01916
Outlier Injection,outlier,0.1,clean,SVM / FS,auc_mean,0.975335
Outlier Injection,outlier,0.1,clean,SVM / FS,prec_mean,0.948331
Outlier Injection,outlier,0.1,clean,SVM / FS,rec_mean,0.954386
Outlier Injection,outlier,0.1,scenario_A,ANN / Full,acc_mean,0.969231
Outlier Injection,outlier,0.1,scenario_A,ANN / Full,acc_std,0.008223
Outlier Injection,outlier,0.1,scenario_A,ANN / Full,auc_mean,0.991538
Outlier Injection,outlier,0.1,scenario_A,ANN / Full,prec_mean,0.969179
Outlier Injection,outlier,0.1,scenario_A,ANN / Full,rec_mean,0.982456
Outlier Injection,outlier,0.1,scenario_A,ANN / PCA,acc_mean,0.973626
Outlier Injection,outlier,0.1,scenario_A,ANN / PCA,acc_std,0.014906
Outlier Injection,outlier,0.1,scenario_A,ANN / PCA,auc_mean,0.991125
Outlier Injection,outlier,0.1,scenario_A,ANN / PCA,prec_mean,0.969139
Outlier Injection,outlier,0.1,scenario_A,ANN / PCA,rec_mean,0.989474
Outlier Injection,outlier,0.1,scenario_A,ANN / FS,acc_mean,0.940659
Outlier Injection,outlier,0.1,scenario_A,ANN / FS,acc_std,0.011207
Outlier Injection,outlier,0.1,scenario_A,ANN / FS,auc_mean,0.978535
Outlier Injection,outlier,0.1,scenario_A,ANN / FS,prec_mean,0.951175
Outlier Injection,outlier,0.1,scenario_A,ANN / FS,rec_mean,0.954386
Outlier Injection,outlier,0.1,scenario_A,SVM / Full,acc_mean,0.973626
Outlier Injection,outlier,0.1,scenario_A,SVM / Full,acc_std,0.005383
Outlier Injection,outlier,0.1,scenario_A,SVM / Full,auc_mean,0.990196
Outlier Injection,outlier,0.1,scenario_A,SVM / Full,prec_mean,0.972631
Outlier Injection,outlier,0.1,scenario_A,SVM / Full,rec_mean,0.985965
Outlier Injection,outlier,0.1,scenario_A,SVM / PCA,acc_mean,0.975824
Outlier Injection,outlier,0.1,scenario_A,SVM / PCA,acc_std,0.008223
Outlier Injection,outlier,0.1,scenario_A,SVM / PCA,auc_mean,0.992466
Outlier Injection,outlier,0.1,scenario_A,SVM / PCA,prec_mean,0.975795
Outlier Injection,outlier,0.1,scenario_A,SVM / PCA,rec_mean,0.985965
Outlier Injection,outlier,0.1,scenario_A,SVM / FS,acc_mean,0.938462
Outlier Injection,outlier,0.1,scenario_A,SVM / FS,acc_std,0.01916
Outlier Injection,outlier,0.1,scenario_A,SVM / FS,auc_mean,0.975335
Outlier Injection,outlier,0.1,scenario_A,SVM / FS,prec_mean,0.948331
Outlier Injection,outlier,0.1,scenario_A,SVM / FS,rec_mean,0.954386
Outlier Injection,outlier,0.1,scenario_B,ANN / Full,acc_mean,0.923077
Outlier Injection,outlier,0.1,scenario_B,ANN / Full,acc_std,0.015541
Outlier Injection,outlier,0.1,scenario_B,ANN / Full,auc_mean,0.943963
Outlier Injection,outlier,0.1,scenario_B,ANN / Full,prec_mean,0.929313
Outlier Injection,outlier,0.1,scenario_B,ANN / Full,rec_mean,0.950877
Outlier Injection,outlier,0.1,scenario_B,ANN / PCA,acc_mean,0.920879
Outlier Injection,outlier,0.1,scenario_B,ANN / PCA,acc_std,0.022413
Outlier Injection,outlier,0.1,scenario_B,ANN / PCA,auc_mean,0.950052
Outlier Injection,outlier,0.1,scenario_B,ANN / PCA,prec_mean,0.930082
Outlier Injection,outlier,0.1,scenario_B,ANN / PCA,rec_mean,0.947368
Outlier Injection,outlier,0.1,scenario_B,ANN / FS,acc_mean,0.885714
Outlier Injection,outlier,0.1,scenario_B,ANN / FS,acc_std,0.034471
Outlier Injection,outlier,0.1,scenario_B,ANN / FS,auc_mean,0.915686
Outlier Injection,outlier,0.1,scenario_B,ANN / FS,prec_mean,0.903941
Outlier Injection,outlier,0.1,scenario_B,ANN / FS,rec_mean,0.915789
Outlier Injection,outlier,0.1,scenario_B,SVM / Full,acc_mean,0.936264
Outlier Injection,outlier,0.1,scenario_B,SVM / Full,acc_std,0.017582
Outlier Injection,outlier,0.1,scenario_B,SVM / Full,auc_mean,0.988545
Outlier Injection,outlier,0.1,scenario_B,SVM / Full,prec_mean,0.914123
Outlier Injection,outlier,0.1,scenario_B,SVM / Full,rec_mean,0.992982
Outlier Injection,outlier,0.1,scenario_B,SVM / PCA,acc_mean,0.936264
Outlier Injection,outlier,0.1,scenario_B,SVM / PCA,acc_std,0.01615
Outlier Injection,outlier,0.1,scenario_B,SVM / PCA,auc_mean,0.984623
Outlier Injection,outlier,0.1,scenario_B,SVM / PCA,prec_mean,0.913643
Outlier Injection,outlier,0.1,scenario_B,SVM / PCA,rec_mean,0.992982
Outlier Injection,outlier,0.1,scenario_B,SVM / FS,acc_mean,0.905495
Outlier Injection,outlier,0.1,scenario_B,SVM / FS,acc_std,0.013187
Outlier Injection,outlier,0.1,scenario_B,SVM / FS,auc_mean,0.973271
Outlier Injection,outlier,0.1,scenario_B,SVM / FS,prec_mean,0.913664
Outlier Injection,outlier,0.1,scenario_B,SVM / FS,rec_mean,0.940351
Outlier Injection,outlier,0.1,scenario_C,ANN / Full,acc_mean,0.907692
Outlier Injection,outlier,0.1,scenario_C,ANN / Full,acc_std,0.014906
Outlier Injection,outlier,0.1,scenario_C,ANN / Full,auc_mean,0.922497
Outlier Injection,outlier,0.1,scenario_C,ANN / Full,prec_mean,0.918257
Outlier Injection,outlier,0.1,scenario_C,ANN / Full,rec_mean,0.936842
Outlier Injection,outlier,0.1,scenario_C,ANN / PCA,acc_mean,0.914286
Outlier Injection,outlier,0.1,scenario_C,ANN / PCA,acc_std,0.028991
Outlier Injection,outlier,0.1,scenario_C,ANN / PCA,auc_mean,0.932095
Outlier Injection,outlier,0.1,scenario_C,ANN / PCA,prec_mean,0.91676
Outlier Injection,outlier,0.1,scenario_C,ANN / PCA,rec_mean,0.950877
Outlier Injection,outlier,0.1,scenario_C,ANN / FS,acc_mean,0.903297
Outlier Injection,outlier,0.1,scenario_C,ANN / FS,acc_std,0.018906
Outlier Injection,outlier,0.1,scenario_C,ANN / FS,auc_mean,0.941538
Outlier Injection,outlier,0.1,scenario_C,ANN / FS,prec_mean,0.917461
Outlier Injection,outlier,0.1,scenario_C,ANN / FS,rec_mean,0.929825
Outlier Injection,outlier,0.1,scenario_C,SVM / Full,acc_mean,0.936264
Outlier Injection,outlier,0.1,scenario_C,SVM / Full,acc_std,0.017582
Outlier Injection,outlier,0.1,scenario_C,SVM / Full,auc_mean,0.988132
Outlier Injection,outlier,0.1,scenario_C,SVM / Full,prec_mean,0.914123
Outlier Injection,outlier,0.1,scenario_C,SVM / Full,rec_mean,0.992982
Outlier Injection,outlier,0.1,scenario_C,SVM / PCA,acc_mean,0.936264
Outlier Injection,outlier,0.1,scenario_C,SVM / PCA,acc_std,0.01615
Outlier Injection,outlier,0.1,scenario_C,SVM / PCA,auc_mean,0.984623
Outlier Injection,outlier,0.1,scenario_C,SVM / PCA,prec_mean,0.913643
Outlier Injection,outlier,0.1,scenario_C,SVM / PCA,rec_mean,0.992982
Outlier Injection,outlier,0.1,scenario_C,SVM / FS,acc_mean,0.905495
Outlier Injection,outlier,0.1,scenario_C,SVM / FS,acc_std,0.013187
Outlier Injection,outlier,0.1,scenario_C,SVM / FS,auc_mean,0.973271
Outlier Injection,outlier,0.1,scenario_C,SVM / FS,prec_mean,0.913664
Outlier Injection,outlier,0.1,scenario_C,SVM / FS,rec_mean,0.940351
Outlier Injection,outlier,0.2,clean,ANN / Full,acc_mean,0.978022
Outlier Injection,outlier,0.2,clean,ANN / Full,acc_std,0.0
Outlier Injection,outlier,0.2,clean,ANN / Full,auc_mean,0.991847
Outlier Injection,outlier,0.2,clean,ANN / Full,prec_mean,0.975914
Outlier Injection,outlier,0.2,clean,ANN / Full,rec_mean,0.989474
Outlier Injection,outlier,0.2,clean,ANN / PCA,acc_mean,0.964835
Outlier Injection,outlier,0.2,clean,ANN / PCA,acc_std,0.012815
Outlier Injection,outlier,0.2,clean,ANN / PCA,auc_mean,0.98741
Outlier Injection,outlier,0.2,clean,ANN / PCA,prec_mean,0.968765
Outlier Injection,outlier,0.2,clean,ANN / PCA,rec_mean,0.975439
Outlier Injection,outlier,0.2,clean,ANN / FS,acc_mean,0.942857
Outlier Injection,outlier,0.2,clean,ANN / FS,acc_std,0.018906
Outlier Injection,outlier,0.2,clean,ANN / FS,auc_mean,0.978122
Outlier Injection,outlier,0.2,clean,ANN / FS,prec_mean,0.94803
Outlier Injection,outlier,0.2,clean,ANN / FS,rec_mean,0.961404
Outlier Injection,outlier,0.2,clean,SVM / Full,acc_mean,0.973626
Outlier Injection,outlier,0.2,clean,SVM / Full,acc_std,0.005383
Outlier Injection,outlier,0.2,clean,SVM / Full,auc_mean,0.990196
Outlier Injection,outlier,0.2,clean,SVM / Full,prec_mean,0.972631
Outlier Injection,outlier,0.2,clean,SVM / Full,rec_mean,0.985965
Outlier Injection,outlier,0.2,clean,SVM / PCA,acc_mean,0.975824
Outlier Injection,outlier,0.2,clean,SVM / PCA,acc_std,0.008223
Outlier Injection,outlier,0.2,clean,SVM / PCA,auc_mean,0.992466
Outlier Injection,outlier,0.2,clean,SVM / PCA,prec_mean,0.975795
Outlier Injection,outlier,0.2,clean,SVM / PCA,rec_mean,0.985965
Outlier Injection,outlier,0.2,clean,SVM / FS,acc_mean,0.938462
Outlier Injection,outlier,0.2,clean,SVM / FS,acc_std,0.01916
Outlier Injection,outlier,0.2,clean,SVM / FS,auc_mean,0.975335
Outlier Injection,outlier,0.2,clean,SVM / FS,prec_mean,0.948331
Outlier Injection,outlier,0.2,clean,SVM / FS,rec_mean,0.954386
Outlier Injection,outlier,0.2,scenario_A,ANN / Full,acc_mean,0.967033
Outlier Injection,outlier,0.2,scenario_A,ANN / Full,acc_std,0.0139
Outlier Injection,outlier,0.2,scenario_A,ANN / Full,auc_mean,0.990815
Outlier Injection,outlier,0.2,scenario_A,ANN / Full,prec_mean,0.972153
Outlier Injection,outlier,0.2,scenario_A,ANN / Full,rec_mean,0.975439
Outlier Injection,outlier,0.2,scenario_A,ANN / PCA,acc_mean,0.971429
Outlier Injection,outlier,0.2,scenario_A,ANN / PCA,acc_std,0.008791
Outlier Injection,outlier,0.2,scenario_A,ANN / PCA,auc_mean,0.992363
Outlier Injection,outlier,0.2,scenario_A,ANN / PCA,prec_mean,0.972453
Outlier Injection,outlier,0.2,scenario_A,ANN / PCA,rec_mean,0.982456
Outlier Injection,outlier,0.2,scenario_A,ANN / FS,acc_mean,0.940659
Outlier Injection,outlier,0.2,scenario_A,ANN / FS,acc_std,0.011207
Outlier Injection,outlier,0.2,scenario_A,ANN / FS,auc_mean,0.979257
Outlier Injection,outlier,0.2,scenario_A,ANN / FS,prec_mean,0.948302
Outlier Injection,outlier,0.2,scenario_A,ANN / FS,rec_mean,0.957895
Outlier Injection,outlier,0.2,scenario_A,SVM / Full,acc_mean,0.973626
Outlier Injection,outlier,0.2,scenario_A,SVM / Full,acc_std,0.005383
Outlier Injection,outlier,0.2,scenario_A,SVM / Full,auc_mean,0.990196
Outlier Injection,outlier,0.2,scenario_A,SVM / Full,prec_mean,0.972631
Outlier Injection,outlier,0.2,scenario_A,SVM / Full,rec_mean,0.985965
Outlier Injection,outlier,0.2,scenario_A,SVM / PCA,acc_mean,0.975824
Outlier Injection,outlier,0.2,scenario_A,SVM / PCA,acc_std,0.008223
Outlier Injection,outlier,0.2,scenario_A,SVM / PCA,auc_mean,0.992466
Outlier Injection,outlier,0.2,scenario_A,SVM / PCA,prec_mean,0.975795
Outlier Injection,outlier,0.2,scenario_A,SVM / PCA,rec_mean,0.985965
Outlier Injection,outlier,0.2,scenario_A,SVM / FS,acc_mean,0.938462
Outlier Injection,outlier,0.2,scenario_A,SVM / FS,acc_std,0.01916
Outlier Injection,outlier,0.2,scenario_A,SVM / FS,auc_mean,0.975335
Outlier Injection,outlier,0.2,scenario_A,SVM / FS,prec_mean,0.948331
Outlier Injection,outlier,0.2,scenario_A,SVM / FS,rec_mean,0.954386
Outlier Injection,outlier,0.2,scenario_B,ANN / Full,acc_mean,0.83956
Outlier Injection,outlier,0.2,scenario_B,ANN / Full,acc_std,0.040881
Outlier Injection,outlier,0.2,scenario_B,ANN / Full,auc_mean,0.831889
Outlier Injection,outlier,0.2,scenario_B,ANN / Full,prec_mean,0.872322
Outlier Injection,outlier,0.2,scenario_B,ANN / Full,rec_mean,0.873684
Outlier Injection,outlier,0.2,scenario_B,ANN / PCA,acc_mean,0.841758
Outlier Injection,outlier,0.2,scenario_B,ANN / PCA,acc_std,0.022628
Outlier Injection,outlier,0.2,scenario_B,ANN / PCA,auc_mean,0.842415
Outlier Injection,outlier,0.2,scenario_B,ANN / PCA,prec_mean,0.866384
Outlier Injection,outlier,0.2,scenario_B,ANN / PCA,rec_mean,0.887719
Outlier Injection,outlier,0.2,scenario_B,ANN / FS,acc_mean,0.828571
Outlier Injection,outlier,0.2,scenario_B,ANN / FS,acc_std,0.028317
Outlier Injection,outlier,0.2,scenario_B,ANN / FS,auc_mean,0.861713
Outlier Injection,outlier,0.2,scenario_B,ANN / FS,prec_mean,0.86116
Outlier Injection,outlier,0.2,scenario_B,ANN / FS,rec_mean,0.870175
Outlier Injection,outlier,0.2,scenario_B,SVM / Full,acc_mean,0.887912
Outlier Injection,outlier,0.2,scenario_B,SVM / Full,acc_std,0.029812
Outlier Injection,outlier,0.2,scenario_B,SVM / Full,auc_mean,0.967802
Outlier Injection,outlier,0.2,scenario_B,SVM / Full,prec_mean,0.898727
Outlier Injection,outlier,0.2,scenario_B,SVM / Full,rec_mean,0.929825
Outlier Injection,outlier,0.2,scenario_B,SVM / PCA,acc_mean,0.894505
Outlier Injection,outlier,0.2,scenario_B,SVM / PCA,acc_std,0.022628
Outlier Injection,outlier,0.2,scenario_B,SVM / PCA,auc_mean,0.966099
Outlier Injection,outlier,0.2,scenario_B,SVM / PCA,prec_mean,0.907096
Outlier Injection,outlier,0.2,scenario_B,SVM / PCA,rec_mean,0.929825
Outlier Injection,outlier,0.2,scenario_B,SVM / FS,acc_mean,0.846154
Outlier Injection,outlier,0.2,scenario_B,SVM / FS,acc_std,0.029487
Outlier Injection,outlier,0.2,scenario_B,SVM / FS,auc_mean,0.943653
Outlier Injection,outlier,0.2,scenario_B,SVM / FS,prec_mean,0.898364
Outlier Injection,outlier,0.2,scenario_B,SVM / FS,rec_mean,0.859649
Outlier Injection,outlier,0.2,scenario_C,ANN / Full,acc_mean,0.868132
Outlier Injection,outlier,0.2,scenario_C,ANN / Full,acc_std,0.042843
Outlier Injection,outlier,0.2,scenario_C,ANN / Full,auc_mean,0.852632
Outlier Injection,outlier,0.2,scenario_C,ANN / Full,prec_mean,0.893687
Outlier Injection,outlier,0.2,scenario_C,ANN / Full,rec_mean,0.898246
Outlier Injection,outlier,0.2,scenario_C,ANN / PCA,acc_mean,0.857143
Outlier Injection,outlier,0.2,scenario_C,ANN / PCA,acc_std,0.039315
Outlier Injection,outlier,0.2,scenario_C,ANN / PCA,auc_mean,0.847678
Outlier Injection,outlier,0.2,scenario_C,ANN / PCA,prec_mean,0.892908
Outlier Injection,outlier,0.2,scenario_C,ANN / PCA,rec_mean,0.880702
Outlier Injection,outlier,0.2,scenario_C,ANN / FS,acc_mean,0.835165
Outlier Injection,outlier,0.2,scenario_C,ANN / FS,acc_std,0.023051
Outlier Injection,outlier,0.2,scenario_C,ANN / FS,auc_mean,0.863777
Outlier Injection,outlier,0.2,scenario_C,ANN / FS,prec_mean,0.860166
Outlier Injection,outlier,0.2,scenario_C,ANN / FS,rec_mean,0.880702
Outlier Injection,outlier,0.2,scenario_C,SVM / Full,acc_mean,0.887912
Outlier Injection,outlier,0.2,scenario_C,SVM / Full,acc_std,0.029812
Outlier Injection,outlier,0.2,scenario_C,SVM / Full,auc_mean,0.967905
Outlier Injection,outlier,0.2,scenario_C,SVM / Full,prec_mean,0.898727
Outlier Injection,outlier,0.2,scenario_C,SVM / Full,rec_mean,0.929825
Outlier Injection,outlier,0.2,scenario_C,SVM / PCA,acc_mean,0.894505
Outlier Injection,outlier,0.2,scenario_C,SVM / PCA,acc_std,0.022628
Outlier Injection,outlier,0.2,scenario_C,SVM / PCA,auc_mean,0.966099
Outlier Injection,outlier,0.2,scenario_C,SVM / PCA,prec_mean,0.907096
Outlier Injection,outlier,0.2,scenario_C,SVM / PCA,rec_mean,0.929825
Outlier Injection,outlier,0.2,scenario_C,SVM / FS,acc_mean,0.846154
Outlier Injection,outlier,0.2,scenario_C,SVM / FS,acc_std,0.029487
Outlier Injection,outlier,0.2,scenario_C,SVM / FS,auc_mean,0.943756
Outlier Injection,outlier,0.2,scenario_C,SVM / FS,prec_mean,0.898364
Outlier Injection,outlier,0.2,scenario_C,SVM / FS,rec_mean,0.859649
Missing Values (MCAR),missing,0.0,clean,ANN / Full,acc_mean,0.978022
Missing Values (MCAR),missing,0.0,clean,ANN / Full,acc_std,0.0
Missing Values (MCAR),missing,0.0,clean,ANN / Full,auc_mean,0.991847
Missing Values (MCAR),missing,0.0,clean,ANN / Full,prec_mean,0.975914
Missing Values (MCAR),missing,0.0,clean,ANN / Full,rec_mean,0.989474
Missing Values (MCAR),missing,0.0,clean,ANN / PCA,acc_mean,0.964835
Missing Values (MCAR),missing,0.0,clean,ANN / PCA,acc_std,0.012815
Missing Values (MCAR),missing,0.0,clean,ANN / PCA,auc_mean,0.98741
Missing Values (MCAR),missing,0.0,clean,ANN / PCA,prec_mean,0.968765
Missing Values (MCAR),missing,0.0,clean,ANN / PCA,rec_mean,0.975439
Missing Values (MCAR),missing,0.0,clean,ANN / FS,acc_mean,0.942857
Missing Values (MCAR),missing,0.0,clean,ANN / FS,acc_std,0.018906
Missing Values (MCAR),missing,0.0,clean,ANN / FS,auc_mean,0.978122
Missing Values (MCAR),missing,0.0,clean,ANN / FS,prec_mean,0.94803
Missing Values (MCAR),missing,0.0,clean,ANN / FS,rec_mean,0.961404
Missing Values (MCAR),missing,0.0,clean,SVM / Full,acc_mean,0.973626
Missing Values (MCAR),missing,0.0,clean,SVM / Full,acc_std,0.005383
Missing Values (MCAR),missing,0.0,clean,SVM / Full,auc_mean,0.990196
Missing Values (MCAR),missing,0.0,clean,SVM / Full,prec_mean,0.972631
Missing Values (MCAR),missing,0.0,clean,SVM / Full,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,clean,SVM / PCA,acc_mean,0.975824
Missing Values (MCAR),missing,0.0,clean,SVM / PCA,acc_std,0.008223
Missing Values (MCAR),missing,0.0,clean,SVM / PCA,auc_mean,0.992466
Missing Values (MCAR),missing,0.0,clean,SVM / PCA,prec_mean,0.975795
Missing Values (MCAR),missing,0.0,clean,SVM / PCA,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,clean,SVM / FS,acc_mean,0.938462
Missing Values (MCAR),missing,0.0,clean,SVM / FS,acc_std,0.01916
Missing Values (MCAR),missing,0.0,clean,SVM / FS,auc_mean,0.975335
Missing Values (MCAR),missing,0.0,clean,SVM / FS,prec_mean,0.948331
Missing Values (MCAR),missing,0.0,clean,SVM / FS,rec_mean,0.954386
Missing Values (MCAR),missing,0.0,scenario_A,ANN / Full,acc_mean,0.978022
Missing Values (MCAR),missing,0.0,scenario_A,ANN / Full,acc_std,0.0
Missing Values (MCAR),missing,0.0,scenario_A,ANN / Full,auc_mean,0.991847
Missing Values (MCAR),missing,0.0,scenario_A,ANN / Full,prec_mean,0.975914
Missing Values (MCAR),missing,0.0,scenario_A,ANN / Full,rec_mean,0.989474
Missing Values (MCAR),missing,0.0,scenario_A,ANN / PCA,acc_mean,0.964835
Missing Values (MCAR),missing,0.0,scenario_A,ANN / PCA,acc_std,0.012815
Missing Values (MCAR),missing,0.0,scenario_A,ANN / PCA,auc_mean,0.98741
Missing Values (MCAR),missing,0.0,scenario_A,ANN / PCA,prec_mean,0.968765
Missing Values (MCAR),missing,0.0,scenario_A,ANN / PCA,rec_mean,0.975439
Missing Values (MCAR),missing,0.0,scenario_A,ANN / FS,acc_mean,0.942857
Missing Values (MCAR),missing,0.0,scenario_A,ANN / FS,acc_std,0.018906
Missing Values (MCAR),missing,0.0,scenario_A,ANN / FS,auc_mean,0.978122
Missing Values (MCAR),missing,0.0,scenario_A,ANN / FS,prec_mean,0.94803
Missing Values (MCAR),missing,0.0,scenario_A,ANN / FS,rec_mean,0.961404
Missing Values (MCAR),missing,0.0,scenario_A,SVM / Full,acc_mean,0.973626
Missing Values (MCAR),missing,0.0,scenario_A,SVM / Full,acc_std,0.005383
Missing Values (MCAR),missing,0.0,scenario_A,SVM / Full,auc_mean,0.990196
Missing Values (MCAR),missing,0.0,scenario_A,SVM / Full,prec_mean,0.972631
Missing Values (MCAR),missing,0.0,scenario_A,SVM / Full,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_A,SVM / PCA,acc_mean,0.975824
Missing Values (MCAR),missing,0.0,scenario_A,SVM / PCA,acc_std,0.008223
Missing Values (MCAR),missing,0.0,scenario_A,SVM / PCA,auc_mean,0.992466
Missing Values (MCAR),missing,0.0,scenario_A,SVM / PCA,prec_mean,0.975795
Missing Values (MCAR),missing,0.0,scenario_A,SVM / PCA,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_A,SVM / FS,acc_mean,0.938462
Missing Values (MCAR),missing,0.0,scenario_A,SVM / FS,acc_std,0.01916
Missing Values (MCAR),missing,0.0,scenario_A,SVM / FS,auc_mean,0.975335
Missing Values (MCAR),missing,0.0,scenario_A,SVM / FS,prec_mean,0.948331
Missing Values (MCAR),missing,0.0,scenario_A,SVM / FS,rec_mean,0.954386
Missing Values (MCAR),missing,0.0,scenario_B,ANN / Full,acc_mean,0.978022
Missing Values (MCAR),missing,0.0,scenario_B,ANN / Full,acc_std,0.0
Missing Values (MCAR),missing,0.0,scenario_B,ANN / Full,auc_mean,0.991847
Missing Values (MCAR),missing,0.0,scenario_B,ANN / Full,prec_mean,0.975914
Missing Values (MCAR),missing,0.0,scenario_B,ANN / Full,rec_mean,0.989474
Missing Values (MCAR),missing,0.0,scenario_B,ANN / PCA,acc_mean,0.964835
Missing Values (MCAR),missing,0.0,scenario_B,ANN / PCA,acc_std,0.012815
Missing Values (MCAR),missing,0.0,scenario_B,ANN / PCA,auc_mean,0.98741
Missing Values (MCAR),missing,0.0,scenario_B,ANN / PCA,prec_mean,0.968765
Missing Values (MCAR),missing,0.0,scenario_B,ANN / PCA,rec_mean,0.975439
Missing Values (MCAR),missing,0.0,scenario_B,ANN / FS,acc_mean,0.942857
Missing Values (MCAR),missing,0.0,scenario_B,ANN / FS,acc_std,0.018906
Missing Values (MCAR),missing,0.0,scenario_B,ANN / FS,auc_mean,0.978122
Missing Values (MCAR),missing,0.0,scenario_B,ANN / FS,prec_mean,0.94803
Missing Values (MCAR),missing,0.0,scenario_B,ANN / FS,rec_mean,0.961404
Missing Values (MCAR),missing,0.0,scenario_B,SVM / Full,acc_mean,0.973626
Missing Values (MCAR),missing,0.0,scenario_B,SVM / Full,acc_std,0.005383
Missing Values (MCAR),missing,0.0,scenario_B,SVM / Full,auc_mean,0.990196
Missing Values (MCAR),missing,0.0,scenario_B,SVM / Full,prec_mean,0.972631
Missing Values (MCAR),missing,0.0,scenario_B,SVM / Full,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_B,SVM / PCA,acc_mean,0.975824
Missing Values (MCAR),missing,0.0,scenario_B,SVM / PCA,acc_std,0.008223
Missing Values (MCAR),missing,0.0,scenario_B,SVM / PCA,auc_mean,0.992466
Missing Values (MCAR),missing,0.0,scenario_B,SVM / PCA,prec_mean,0.975795
Missing Values (MCAR),missing,0.0,scenario_B,SVM / PCA,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_B,SVM / FS,acc_mean,0.938462
Missing Values (MCAR),missing,0.0,scenario_B,SVM / FS,acc_std,0.01916
Missing Values (MCAR),missing,0.0,scenario_B,SVM / FS,auc_mean,0.975335
Missing Values (MCAR),missing,0.0,scenario_B,SVM / FS,prec_mean,0.948331
Missing Values (MCAR),missing,0.0,scenario_B,SVM / FS,rec_mean,0.954386
Missing Values (MCAR),missing,0.0,scenario_C,ANN / Full,acc_mean,0.978022
Missing Values (MCAR),missing,0.0,scenario_C,ANN / Full,acc_std,0.0
Missing Values (MCAR),missing,0.0,scenario_C,ANN / Full,auc_mean,0.991847
Missing Values (MCAR),missing,0.0,scenario_C,ANN / Full,prec_mean,0.975914
Missing Values (MCAR),missing,0.0,scenario_C,ANN / Full,rec_mean,0.989474
Missing Values (MCAR),missing,0.0,scenario_C,ANN / PCA,acc_mean,0.964835
Missing Values (MCAR),missing,0.0,scenario_C,ANN / PCA,acc_std,0.012815
Missing Values (MCAR),missing,0.0,scenario_C,ANN / PCA,auc_mean,0.98741
Missing Values (MCAR),missing,0.0,scenario_C,ANN / PCA,prec_mean,0.968765
Missing Values (MCAR),missing,0.0,scenario_C,ANN / PCA,rec_mean,0.975439
Missing Values (MCAR),missing,0.0,scenario_C,ANN / FS,acc_mean,0.942857
Missing Values (MCAR),missing,0.0,scenario_C,ANN / FS,acc_std,0.018906
Missing Values (MCAR),missing,0.0,scenario_C,ANN / FS,auc_mean,0.978122
Missing Values (MCAR),missing,0.0,scenario_C,ANN / FS,prec_mean,0.94803
Missing Values (MCAR),missing,0.0,scenario_C,ANN / FS,rec_mean,0.961404
Missing Values (MCAR),missing,0.0,scenario_C,SVM / Full,acc_mean,0.973626
Missing Values (MCAR),missing,0.0,scenario_C,SVM / Full,acc_std,0.005383
Missing Values (MCAR),missing,0.0,scenario_C,SVM / Full,auc_mean,0.990196
Missing Values (MCAR),missing,0.0,scenario_C,SVM / Full,prec_mean,0.972631
Missing Values (MCAR),missing,0.0,scenario_C,SVM / Full,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_C,SVM / PCA,acc_mean,0.975824
Missing Values (MCAR),missing,0.0,scenario_C,SVM / PCA,acc_std,0.008223
Missing Values (MCAR),missing,0.0,scenario_C,SVM / PCA,auc_mean,0.992466
Missing Values (MCAR),missing,0.0,scenario_C,SVM / PCA,prec_mean,0.975795
Missing Values (MCAR),missing,0.0,scenario_C,SVM / PCA,rec_mean,0.985965
Missing Values (MCAR),missing,0.0,scenario_C,SVM / FS,acc_mean,0.938462
Missing Values (MCAR),missing,0.0,scenario_C,SVM / FS,acc_std,0.01916
Missing Values (MCAR),missing,0.0,scenario_C,SVM / FS,auc_mean,0.975335
Missing Values (MCAR),missing,0.0,scenario_C,SVM / FS,prec_mean,0.948331
Missing Values (MCAR),missing,0.0,scenario_C,SVM / FS,rec_mean,0.954386
Missing Values (MCAR),missing,0.1,clean,ANN / Full,acc_mean,0.978022
Missing Values (MCAR),missing,0.1,clean,ANN / Full,acc_std,0.0
Missing Values (MCAR),missing,0.1,clean,ANN / Full,auc_mean,0.991847
Missing Values (MCAR),missing,0.1,clean,ANN / Full,prec_mean,0.975914
Missing Values (MCAR),missing,0.1,clean,ANN / Full,rec_mean,0.989474
Missing Values (MCAR),missing,0.1,clean,ANN / PCA,acc_mean,0.964835
Missing Values (MCAR),missing,0.1,clean,ANN / PCA,acc_std,0.012815
Missing Values (MCAR),missing,0.1,clean,ANN / PCA,auc_mean,0.98741
