corruption_type,corruption_key,level,scenario,model_pipeline,metric,value
Missing Values (MCAR),missing,0.3,scenario_B,SVM / FS,acc_mean,0.923077
Missing Values (MCAR),missing,0.3,scenario_B,SVM / FS,acc_std,0.018388
Missing Values (MCAR),missing,0.3,scenario_B,SVM / FS,auc_mean,0.976987
Missing Values (MCAR),missing,0.3,scenario_B,SVM / FS,prec_mean,0.934318
Missing Values (MCAR),missing,0.3,scenario_B,SVM / FS,rec_mean,0.94386
Missing Values (MCAR),missing,0.3,scenario_C,ANN / Full,acc_mean,0.942857
Missing Values (MCAR),missing,0.3,scenario_C,ANN / Full,acc_std,0.018906
Missing Values (MCAR),missing,0.3,scenario_C,ANN / Full,auc_mean,0.984933
Missing Values (MCAR),missing,0.3,scenario_C,ANN / Full,prec_mean,0.967642
Missing Values (MCAR),missing,0.3,scenario_C,ANN / Full,rec_mean,0.940351
Missing Values (MCAR),missing,0.3,scenario_C,ANN / PCA,acc_mean,0.949451
Missing Values (MCAR),missing,0.3,scenario_C,ANN / PCA,acc_std,0.014906
Missing Values (MCAR),missing,0.3,scenario_C,ANN / PCA,auc_mean,0.986378
Missing Values (MCAR),missing,0.3,scenario_C,ANN / PCA,prec_mean,0.958594
Missing Values (MCAR),missing,0.3,scenario_C,ANN / PCA,rec_mean,0.961404
Missing Values (MCAR),missing,0.3,scenario_C,ANN / FS,acc_mean,0.923077
Missing Values (MCAR),missing,0.3,scenario_C,ANN / FS,acc_std,0.015541
Missing Values (MCAR),missing,0.3,scenario_C,ANN / FS,auc_mean,0.977503
Missing Values (MCAR),missing,0.3,scenario_C,ANN / FS,prec_mean,0.94034
Missing Values (MCAR),missing,0.3,scenario_C,ANN / FS,rec_mean,0.936842
Missing Values (MCAR),missing,0.3,scenario_C,SVM / Full,acc_mean,0.949451
Missing Values (MCAR),missing,0.3,scenario_C,SVM / Full,acc_std,0.008791
Missing Values (MCAR),missing,0.3,scenario_C,SVM / Full,auc_mean,0.988132
Missing Values (MCAR),missing,0.3,scenario_C,SVM / Full,prec_mean,0.971699
Missing Values (MCAR),missing,0.3,scenario_C,SVM / Full,rec_mean,0.947368
Missing Values (MCAR),missing,0.3,scenario_C,SVM / PCA,acc_mean,0.951648
Missing Values (MCAR),missing,0.3,scenario_C,SVM / PCA,acc_std,0.008791
Missing Values (MCAR),missing,0.3,scenario_C,SVM / PCA,auc_mean,0.989886
Missing Values (MCAR),missing,0.3,scenario_C,SVM / PCA,prec_mean,0.965234
Missing Values (MCAR),missing,0.3,scenario_C,SVM / PCA,rec_mean,0.957895
Missing Values (MCAR),missing,0.3,scenario_C,SVM / FS,acc_mean,0.923077
Missing Values (MCAR),missing,0.3,scenario_C,SVM / FS,acc_std,0.018388
Missing Values (MCAR),missing,0.3,scenario_C,SVM / FS,auc_mean,0.976987
Missing Values (MCAR),missing,0.3,scenario_C,SVM / FS,prec_mean,0.934318
Missing Values (MCAR),missing,0.3,scenario_C,SVM / FS,rec_mean,0.94386
Label Flipping,label,0.0,clean,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.0,clean,ANN / Full,acc_std,0.0
Label Flipping,label,0.0,clean,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.0,clean,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.0,clean,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.0,clean,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.0,clean,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.0,clean,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.0,clean,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.0,clean,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.0,clean,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.0,clean,ANN / FS,acc_std,0.018906
Label Flipping,label,0.0,clean,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.0,clean,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.0,clean,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.0,clean,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.0,clean,SVM / Full,acc_std,0.005383
Label Flipping,label,0.0,clean,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.0,clean,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.0,clean,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.0,clean,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.0,clean,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.0,clean,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.0,clean,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.0,clean,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.0,clean,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.0,clean,SVM / FS,acc_std,0.01916
Label Flipping,label,0.0,clean,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.0,clean,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.0,clean,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.0,scenario_A,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.0,scenario_A,ANN / Full,acc_std,0.0
Label Flipping,label,0.0,scenario_A,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.0,scenario_A,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.0,scenario_A,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.0,scenario_A,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.0,scenario_A,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.0,scenario_A,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.0,scenario_A,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.0,scenario_A,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.0,scenario_A,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.0,scenario_A,ANN / FS,acc_std,0.018906
Label Flipping,label,0.0,scenario_A,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.0,scenario_A,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.0,scenario_A,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.0,scenario_A,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.0,scenario_A,SVM / Full,acc_std,0.005383
Label Flipping,label,0.0,scenario_A,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.0,scenario_A,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.0,scenario_A,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.0,scenario_A,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.0,scenario_A,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.0,scenario_A,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.0,scenario_A,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.0,scenario_A,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.0,scenario_A,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.0,scenario_A,SVM / FS,acc_std,0.01916
Label Flipping,label,0.0,scenario_A,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.0,scenario_A,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.0,scenario_A,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.0,scenario_B,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.0,scenario_B,ANN / Full,acc_std,0.0
Label Flipping,label,0.0,scenario_B,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.0,scenario_B,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.0,scenario_B,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.0,scenario_B,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.0,scenario_B,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.0,scenario_B,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.0,scenario_B,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.0,scenario_B,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.0,scenario_B,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.0,scenario_B,ANN / FS,acc_std,0.018906
Label Flipping,label,0.0,scenario_B,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.0,scenario_B,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.0,scenario_B,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.0,scenario_B,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.0,scenario_B,SVM / Full,acc_std,0.005383
Label Flipping,label,0.0,scenario_B,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.0,scenario_B,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.0,scenario_B,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.0,scenario_B,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.0,scenario_B,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.0,scenario_B,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.0,scenario_B,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.0,scenario_B,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.0,scenario_B,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.0,scenario_B,SVM / FS,acc_std,0.01916
Label Flipping,label,0.0,scenario_B,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.0,scenario_B,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.0,scenario_B,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.0,scenario_C,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.0,scenario_C,ANN / Full,acc_std,0.0
Label Flipping,label,0.0,scenario_C,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.0,scenario_C,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.0,scenario_C,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.0,scenario_C,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.0,scenario_C,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.0,scenario_C,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.0,scenario_C,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.0,scenario_C,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.0,scenario_C,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.0,scenario_C,ANN / FS,acc_std,0.018906
Label Flipping,label,0.0,scenario_C,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.0,scenario_C,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.0,scenario_C,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.0,scenario_C,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.0,scenario_C,SVM / Full,acc_std,0.005383
Label Flipping,label,0.0,scenario_C,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.0,scenario_C,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.0,scenario_C,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.0,scenario_C,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.0,scenario_C,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.0,scenario_C,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.0,scenario_C,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.0,scenario_C,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.0,scenario_C,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.0,scenario_C,SVM / FS,acc_std,0.01916
Label Flipping,label,0.0,scenario_C,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.0,scenario_C,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.0,scenario_C,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.05,clean,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.05,clean,ANN / Full,acc_std,0.0
Label Flipping,label,0.05,clean,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.05,clean,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.05,clean,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.05,clean,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.05,clean,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.05,clean,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.05,clean,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.05,clean,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.05,clean,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.05,clean,ANN / FS,acc_std,0.018906
Label Flipping,label,0.05,clean,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.05,clean,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.05,clean,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.05,clean,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.05,clean,SVM / Full,acc_std,0.005383
Label Flipping,label,0.05,clean,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.05,clean,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.05,clean,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.05,clean,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.05,clean,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.05,clean,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.05,clean,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.05,clean,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.05,clean,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.05,clean,SVM / FS,acc_std,0.01916
Label Flipping,label,0.05,clean,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.05,clean,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.05,clean,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.05,scenario_A,ANN / Full,acc_mean,0.973626
Label Flipping,label,0.05,scenario_A,ANN / Full,acc_std,0.011207
Label Flipping,label,0.05,scenario_A,ANN / Full,auc_mean,0.993189
Label Flipping,label,0.05,scenario_A,ANN / Full,prec_mean,0.979055
Label Flipping,label,0.05,scenario_A,ANN / Full,rec_mean,0.978947
Label Flipping,label,0.05,scenario_A,ANN / PCA,acc_mean,0.971429
Label Flipping,label,0.05,scenario_A,ANN / PCA,acc_std,0.005383
Label Flipping,label,0.05,scenario_A,ANN / PCA,auc_mean,0.991744
Label Flipping,label,0.05,scenario_A,ANN / PCA,prec_mean,0.965918
Label Flipping,label,0.05,scenario_A,ANN / PCA,rec_mean,0.989474
Label Flipping,label,0.05,scenario_A,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.05,scenario_A,ANN / FS,acc_std,0.017582
Label Flipping,label,0.05,scenario_A,ANN / FS,auc_mean,0.981115
Label Flipping,label,0.05,scenario_A,ANN / FS,prec_mean,0.954559
Label Flipping,label,0.05,scenario_A,ANN / FS,rec_mean,0.954386
Label Flipping,label,0.05,scenario_A,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.05,scenario_A,SVM / Full,acc_std,0.005383
Label Flipping,label,0.05,scenario_A,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.05,scenario_A,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.05,scenario_A,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.05,scenario_A,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.05,scenario_A,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.05,scenario_A,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.05,scenario_A,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.05,scenario_A,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.05,scenario_A,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.05,scenario_A,SVM / FS,acc_std,0.01916
Label Flipping,label,0.05,scenario_A,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.05,scenario_A,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.05,scenario_A,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.05,scenario_B,ANN / Full,acc_mean,0.936264
Label Flipping,label,0.05,scenario_B,ANN / Full,acc_std,0.014579
Label Flipping,label,0.05,scenario_B,ANN / Full,auc_mean,0.956429
Label Flipping,label,0.05,scenario_B,ANN / Full,prec_mean,0.950284
Label Flipping,label,0.05,scenario_B,ANN / Full,rec_mean,0.946429
Label Flipping,label,0.05,scenario_B,ANN / PCA,acc_mean,0.940659
Label Flipping,label,0.05,scenario_B,ANN / PCA,acc_std,0.027451
Label Flipping,label,0.05,scenario_B,ANN / PCA,auc_mean,0.955408
Label Flipping,label,0.05,scenario_B,ANN / PCA,prec_mean,0.953528
Label Flipping,label,0.05,scenario_B,ANN / PCA,rec_mean,0.95
Label Flipping,label,0.05,scenario_B,ANN / FS,acc_mean,0.881319
Label Flipping,label,0.05,scenario_B,ANN / FS,acc_std,0.025441
Label Flipping,label,0.05,scenario_B,ANN / FS,auc_mean,0.942551
Label Flipping,label,0.05,scenario_B,ANN / FS,prec_mean,0.93135
Label Flipping,label,0.05,scenario_B,ANN / FS,rec_mean,0.871429
Label Flipping,label,0.05,scenario_B,SVM / Full,acc_mean,0.942857
Label Flipping,label,0.05,scenario_B,SVM / Full,acc_std,0.018906
Label Flipping,label,0.05,scenario_B,SVM / Full,auc_mean,0.96551
Label Flipping,label,0.05,scenario_B,SVM / Full,prec_mean,0.957006
Label Flipping,label,0.05,scenario_B,SVM / Full,rec_mean,0.95
Label Flipping,label,0.05,scenario_B,SVM / PCA,acc_mean,0.947253
Label Flipping,label,0.05,scenario_B,SVM / PCA,acc_std,0.021308
Label Flipping,label,0.05,scenario_B,SVM / PCA,auc_mean,0.966429
Label Flipping,label,0.05,scenario_B,SVM / PCA,prec_mean,0.954317
Label Flipping,label,0.05,scenario_B,SVM / PCA,rec_mean,0.960714
Label Flipping,label,0.05,scenario_B,SVM / FS,acc_mean,0.883516
Label Flipping,label,0.05,scenario_B,SVM / FS,acc_std,0.021534
Label Flipping,label,0.05,scenario_B,SVM / FS,auc_mean,0.954082
Label Flipping,label,0.05,scenario_B,SVM / FS,prec_mean,0.935715
Label Flipping,label,0.05,scenario_B,SVM / FS,rec_mean,0.871429
Label Flipping,label,0.05,scenario_C,ANN / Full,acc_mean,0.938462
Label Flipping,label,0.05,scenario_C,ANN / Full,acc_std,0.014906
Label Flipping,label,0.05,scenario_C,ANN / Full,auc_mean,0.952347
Label Flipping,label,0.05,scenario_C,ANN / Full,prec_mean,0.96077
Label Flipping,label,0.05,scenario_C,ANN / Full,rec_mean,0.939286
Label Flipping,label,0.05,scenario_C,ANN / PCA,acc_mean,0.92967
Label Flipping,label,0.05,scenario_C,ANN / PCA,acc_std,0.026556
Label Flipping,label,0.05,scenario_C,ANN / PCA,auc_mean,0.949796
Label Flipping,label,0.05,scenario_C,ANN / PCA,prec_mean,0.933487
Label Flipping,label,0.05,scenario_C,ANN / PCA,rec_mean,0.953571
Label Flipping,label,0.05,scenario_C,ANN / FS,acc_mean,0.881319
Label Flipping,label,0.05,scenario_C,ANN / FS,acc_std,0.030612
Label Flipping,label,0.05,scenario_C,ANN / FS,auc_mean,0.938673
Label Flipping,label,0.05,scenario_C,ANN / FS,prec_mean,0.931769
Label Flipping,label,0.05,scenario_C,ANN / FS,rec_mean,0.871429
Label Flipping,label,0.05,scenario_C,SVM / Full,acc_mean,0.942857
Label Flipping,label,0.05,scenario_C,SVM / Full,acc_std,0.018906
Label Flipping,label,0.05,scenario_C,SVM / Full,auc_mean,0.96551
Label Flipping,label,0.05,scenario_C,SVM / Full,prec_mean,0.957006
Label Flipping,label,0.05,scenario_C,SVM / Full,rec_mean,0.95
Label Flipping,label,0.05,scenario_C,SVM / PCA,acc_mean,0.947253
Label Flipping,label,0.05,scenario_C,SVM / PCA,acc_std,0.021308
Label Flipping,label,0.05,scenario_C,SVM / PCA,auc_mean,0.966429
Label Flipping,label,0.05,scenario_C,SVM / PCA,prec_mean,0.954317
Label Flipping,label,0.05,scenario_C,SVM / PCA,rec_mean,0.960714
Label Flipping,label,0.05,scenario_C,SVM / FS,acc_mean,0.883516
Label Flipping,label,0.05,scenario_C,SVM / FS,acc_std,0.021534
Label Flipping,label,0.05,scenario_C,SVM / FS,auc_mean,0.954082
Label Flipping,label,0.05,scenario_C,SVM / FS,prec_mean,0.935715
Label Flipping,label,0.05,scenario_C,SVM / FS,rec_mean,0.871429
Label Flipping,label,0.1,clean,ANN / Full,acc_mean,0.978022
Label Flipping,label,0.1,clean,ANN / Full,acc_std,0.0
Label Flipping,label,0.1,clean,ANN / Full,auc_mean,0.991847
Label Flipping,label,0.1,clean,ANN / Full,prec_mean,0.975914
Label Flipping,label,0.1,clean,ANN / Full,rec_mean,0.989474
Label Flipping,label,0.1,clean,ANN / PCA,acc_mean,0.964835
Label Flipping,label,0.1,clean,ANN / PCA,acc_std,0.012815
Label Flipping,label,0.1,clean,ANN / PCA,auc_mean,0.98741
Label Flipping,label,0.1,clean,ANN / PCA,prec_mean,0.968765
Label Flipping,label,0.1,clean,ANN / PCA,rec_mean,0.975439
Label Flipping,label,0.1,clean,ANN / FS,acc_mean,0.942857
Label Flipping,label,0.1,clean,ANN / FS,acc_std,0.018906
Label Flipping,label,0.1,clean,ANN / FS,auc_mean,0.978122
Label Flipping,label,0.1,clean,ANN / FS,prec_mean,0.94803
Label Flipping,label,0.1,clean,ANN / FS,rec_mean,0.961404
Label Flipping,label,0.1,clean,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.1,clean,SVM / Full,acc_std,0.005383
Label Flipping,label,0.1,clean,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.1,clean,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.1,clean,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.1,clean,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.1,clean,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.1,clean,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.1,clean,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.1,clean,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.1,clean,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.1,clean,SVM / FS,acc_std,0.01916
Label Flipping,label,0.1,clean,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.1,clean,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.1,clean,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.1,scenario_A,ANN / Full,acc_mean,0.969231
Label Flipping,label,0.1,scenario_A,ANN / Full,acc_std,0.012815
Label Flipping,label,0.1,scenario_A,ANN / Full,auc_mean,0.991538
Label Flipping,label,0.1,scenario_A,ANN / Full,prec_mean,0.972166
Label Flipping,label,0.1,scenario_A,ANN / Full,rec_mean,0.978947
Label Flipping,label,0.1,scenario_A,ANN / PCA,acc_mean,0.969231
Label Flipping,label,0.1,scenario_A,ANN / PCA,acc_std,0.008223
Label Flipping,label,0.1,scenario_A,ANN / PCA,auc_mean,0.991641
Label Flipping,label,0.1,scenario_A,ANN / PCA,prec_mean,0.965908
Label Flipping,label,0.1,scenario_A,ANN / PCA,rec_mean,0.985965
Label Flipping,label,0.1,scenario_A,ANN / FS,acc_mean,0.940659
Label Flipping,label,0.1,scenario_A,ANN / FS,acc_std,0.01916
Label Flipping,label,0.1,scenario_A,ANN / FS,auc_mean,0.981734
Label Flipping,label,0.1,scenario_A,ANN / FS,prec_mean,0.951091
Label Flipping,label,0.1,scenario_A,ANN / FS,rec_mean,0.954386
Label Flipping,label,0.1,scenario_A,SVM / Full,acc_mean,0.973626
Label Flipping,label,0.1,scenario_A,SVM / Full,acc_std,0.005383
Label Flipping,label,0.1,scenario_A,SVM / Full,auc_mean,0.990196
Label Flipping,label,0.1,scenario_A,SVM / Full,prec_mean,0.972631
Label Flipping,label,0.1,scenario_A,SVM / Full,rec_mean,0.985965
Label Flipping,label,0.1,scenario_A,SVM / PCA,acc_mean,0.975824
Label Flipping,label,0.1,scenario_A,SVM / PCA,acc_std,0.008223
Label Flipping,label,0.1,scenario_A,SVM / PCA,auc_mean,0.992466
Label Flipping,label,0.1,scenario_A,SVM / PCA,prec_mean,0.975795
Label Flipping,label,0.1,scenario_A,SVM / PCA,rec_mean,0.985965
Label Flipping,label,0.1,scenario_A,SVM / FS,acc_mean,0.938462
Label Flipping,label,0.1,scenario_A,SVM / FS,acc_std,0.01916
Label Flipping,label,0.1,scenario_A,SVM / FS,auc_mean,0.975335
Label Flipping,label,0.1,scenario_A,SVM / FS,prec_mean,0.948331
Label Flipping,label,0.1,scenario_A,SVM / FS,rec_mean,0.954386
Label Flipping,label,0.1,scenario_B,ANN / Full,acc_mean,0.874725
Label Flipping,label,0.1,scenario_B,ANN / Full,acc_std,0.022628
Label Flipping,label,0.1,scenario_B,ANN / Full,auc_mean,0.899697
Label Flipping,label,0.1,scenario_B,ANN / Full,prec_mean,0.871482
Label Flipping,label,0.1,scenario_B,ANN / Full,rec_mean,0.930909
Label Flipping,label,0.1,scenario_B,ANN / PCA,acc_mean,0.881319
Label Flipping,label,0.1,scenario_B,ANN / PCA,acc_std,0.022413
Label Flipping,label,0.1,scenario_B,ANN / PCA,auc_mean,0.905354
Label Flipping,label,0.1,scenario_B,ANN / PCA,prec_mean,0.881265
Label Flipping,label,0.1,scenario_B,ANN / PCA,rec_mean,0.930909
Label Flipping,label,0.1,scenario_B,ANN / FS,acc_mean,0.868132
Label Flipping,label,0.1,scenario_B,ANN / FS,acc_std,0.012038
Label Flipping,label,0.1,scenario_B,ANN / FS,auc_mean,0.899192
Label Flipping,label,0.1,scenario_B,ANN / FS,prec_mean,0.877552
Label Flipping,label,0.1,scenario_B,ANN / FS,rec_mean,0.909091
Label Flipping,label,0.1,scenario_B,SVM / Full,acc_mean,0.892308
Label Flipping,label,0.1,scenario_B,SVM / Full,acc_std,0.008223
Label Flipping,label,0.1,scenario_B,SVM / Full,auc_mean,0.909343
Label Flipping,label,0.1,scenario_B,SVM / Full,prec_mean,0.892761
Label Flipping,label,0.1,scenario_B,SVM / Full,rec_mean,0.934545
Label Flipping,label,0.1,scenario_B,SVM / PCA,acc_mean,0.894505
Label Flipping,label,0.1,scenario_B,SVM / PCA,acc_std,0.023671
Label Flipping,label,0.1,scenario_B,SVM / PCA,auc_mean,0.907778
Label Flipping,label,0.1,scenario_B,SVM / PCA,prec_mean,0.898386
Label Flipping,label,0.1,scenario_B,SVM / PCA,rec_mean,0.930909
Label Flipping,label,0.1,scenario_B,SVM / FS,acc_mean,0.852747
Label Flipping,label,0.1,scenario_B,SVM / FS,acc_std,0.021534
Label Flipping,label,0.1,scenario_B,SVM / FS,auc_mean,0.892626
Label Flipping,label,0.1,scenario_B,SVM / FS,prec_mean,0.855005
Label Flipping,label,0.1,scenario_B,SVM / FS,rec_mean,0.912727
Label Flipping,label,0.1,scenario_C,ANN / Full,acc_mean,0.872527
Label Flipping,label,0.1,scenario_C,ANN / Full,acc_std,0.028317
Label Flipping,label,0.1,scenario_C,ANN / Full,auc_mean,0.905859
Label Flipping,label,0.1,scenario_C,ANN / Full,prec_mean,0.875191
Label Flipping,label,0.1,scenario_C,ANN / Full,rec_mean,0.923636
Label Flipping,label,0.1,scenario_C,ANN / PCA,acc_mean,0.879121
Label Flipping,label,0.1,scenario_C,ANN / PCA,acc_std,0.0139
Label Flipping,label,0.1,scenario_C,ANN / PCA,auc_mean,0.906263
Label Flipping,label,0.1,scenario_C,ANN / PCA,prec_mean,0.880268
Label Flipping,label,0.1,scenario_C,ANN / PCA,rec_mean,0.927273
Label Flipping,label,0.1,scenario_C,ANN / FS,acc_mean,0.87033
Label Flipping,label,0.1,scenario_C,ANN / FS,acc_std,0.01615
Label Flipping,label,0.1,scenario_C,ANN / FS,auc_mean,0.900606
Label Flipping,label,0.1,scenario_C,ANN / FS,prec_mean,0.872877
